Organization,Threat Actor,Date
http://www.wannagocloud.com,qilin,2/19/2024
http://zivilgeometer.at,qilin,2/19/2024
http://giraudpereetfils.com/,qilin,2/19/2024
http://kaleedscpa.com,qilin,2/19/2024
loransrl,qilin,2/19/2024
soco.be,lockbit3,2/19/2024
Sports Medicine Clinic,bianlian,2/19/2024
BandB Electric Inc,bianlian,2/19/2024
se.com\$$33.5B\France\1.5TB\&lt;1%DISCLOSED,cactus,2/19/2024
First Professional Services,bianlian,2/19/2024
spbglobal.com\$81.4M\Spain\706GB\100%DISCLOSED,cactus,2/19/2024
gocco.com\$937.9M\Spain\136GB\100%DISCLOSED,cactus,2/19/2024
parksite.com\$452.7M\USA\170GB\100%DISCLOSED,cactus,2/19/2024
aeromechinc.com,lockbit3,2/18/2024
carlfischer.com,lockbit3,2/18/2024
Bimbo Bakeries,medusa,2/18/2024
bucher-strauss.ch,lockbit3,2/18/2024
VSP Dental,alphv,2/18/2024
ACS,hunters,2/17/2024
Greater Napanee,hunters,2/17/2024
Tiete Automobile,hunters,2/17/2024
Voice Technologies,hunters,2/17/2024
Aftrp,hunters,2/17/2024
Chicago Zoological Society,hunters,2/17/2024
BS&B Safety Systems L.L.C,hunters,2/17/2024
Wapiti Energy,hunters,2/17/2024
PSI,hunters,2/17/2024
CP Communications,hunters,2/17/2024
Prudential Financial,alphv,2/16/2024
LoanDepot,alphv,2/16/2024
The Chas. E. Phipps,medusa,2/16/2024
Réseau Ribé,hunters,2/16/2024
BRAM Auto Group,akira,2/16/2024
etisalat.ae,lockbit3,2/16/2024
Pacifica,blackbasta,2/16/2024
tormetal.cl,lockbit3,2/16/2024
spaldingssd.com,lockbit3,2/16/2024
Concello de Teo,hunters,2/16/2024
Ribe-Groupe,hunters,2/16/2024
theclosingagent.com,lockbit3,2/16/2024
Griffin Dewatering,hunters,2/16/2024
St. Johns River Water Management District,hunters,2/16/2024
Pierce,bianlian,2/15/2024
von Hagen,play,2/15/2024
SilverLining,play,2/15/2024
Onclusive,play,2/15/2024
"Norman, Fox",play,2/15/2024
MeerServices,play,2/15/2024
Mechanical Reps,play,2/15/2024
LD Davis,play,2/15/2024
HR Ewell & Hy-tec,play,2/15/2024
DuBose Strapping,play,2/15/2024
Schuster Trucking Company,hunters,2/15/2024
Asam,akira,2/15/2024
Advantage Orthopedic and Sports Medicine Clinic,bianlian,2/15/2024
kaleedscpa.com,qilin,2/15/2024
conseguros,qilin,2/15/2024
Rush Energy Services Inc [Time's up],alphv,2/15/2024
ASP Basilicata,rhysida,2/15/2024
pradiergranulats.fr,lockbit3,2/15/2024
sitrack.com,lockbit3,2/15/2024
hatsinteriors.com,lockbit3,2/15/2024
coreengg.com,lockbit3,2/15/2024
champion.com.co,lockbit3,2/15/2024
centralepaysanne.lu,lockbit3,2/15/2024
ASA Electronics [2.7 TB],alphv,2/15/2024
studiogalbusera.com,lockbit3,2/14/2024
Nekoosa School Distr ict,akira,2/14/2024
https://www.americamovil.com/,trigona,2/14/2024
"https://www.falco.com/, http://www.falcoprc.com/, http://support.falcomex.com/, http://www",trigona,2/14/2024
vanwingerden.com,abyss,2/14/2024
kabat.pl,lockbit3,2/14/2024
Sindicato de Enfermería (SATSE),hunters,2/14/2024
wsnelson.com,lockbit3,2/14/2024
fultoncountyga.gov,lockbit3,2/14/2024
UNIFER,8base,2/14/2024
"Institutional Casework, Inc",8base,2/14/2024
ATB SA Ingénieurs-conseils SIA,8base,2/14/2024
www.roosens.com,qilin,2/14/2024
giraudpereetfils.com/,qilin,2/14/2024
mmiculinary.com,lockbit3,2/14/2024
adioscancer.com,lockbit3,2/14/2024
Barber Emerson,blackbasta,2/13/2024
Constantia FFP,blackbasta,2/13/2024
Patrizia Pepe,blackbasta,2/13/2024
BTL,blackbasta,2/13/2024
Global Rescue,blackbasta,2/13/2024
"Sanford, Pierson, Thone &amp; Strean",blackbasta,2/13/2024
Leonard’s Syrups,blackbasta,2/13/2024
motilaloswal.com,lockbit3,2/13/2024
rajawali.com,lockbit3,2/13/2024
Communication Federal Credit Union,hunters,2/13/2024
universalservicesms.com,lockbit3,2/13/2024
doprastav.sk,lockbit3,2/13/2024
The Source,alphv,2/13/2024
ArcisGolf,alphv,2/13/2024
Trans-Northern Pipelines,alphv,2/13/2024
Herrs,alphv,2/13/2024
Procopio,alphv,2/13/2024
New Indy Containerboard,alphv,2/13/2024
auruminstitute.org,lockbit3,2/13/2024
SOPEM,hunters,2/13/2024
Satse,hunters,2/13/2024
Sanok Rubber Company Spólka Akcyjna,akira,2/13/2024
YKP LTDA<www.ykp.com.br >,ransomhub,2/13/2024
elandenergy.com         Eland Energy,alphalocker,2/13/2024
garonproducts.com,threeam,2/12/2024
http://antunovich.com,blacksuit,2/12/2024
tecasrl.it,lockbit3,2/12/2024
Rush Energy Services Inc [You have 48 hours],alphv,2/12/2024
SERCIDE,alphv,2/12/2024
Modern Kitchens ,medusa,2/12/2024
"Lower Valley Energy, Inc.",alphv,2/12/2024
germaintoiture.fr,lockbit3,2/12/2024
Kreyenhop & Kluge,hunters,2/12/2024
Arlington Perinatal Associates,meow,2/12/2024
textiles.org.tw,lockbit3,2/12/2024
silverairways.com,lockbit3,2/12/2024
plexustelerad.com,lockbit3,2/12/2024
fidcornelis.be,lockbit3,2/12/2024
cabc.com.ar,lockbit3,2/12/2024
Disaronno International,meow,2/12/2024
Allmetal Inc.,meow,2/12/2024
Freedom Munitions,meow,2/12/2024
vhprimary.com,lockbit3,2/12/2024
sealco-leb.com,lockbit3,2/12/2024
paltertonprimary.co.uk,lockbit3,2/12/2024
lyon.co.uk,lockbit3,2/12/2024
isspol.gov,lockbit3,2/12/2024
envie.org,lockbit3,2/12/2024
dienerprecisionpumps.com,lockbit3,2/12/2024
camarotto.it,lockbit3,2/12/2024
robs.org,lockbit3,2/12/2024
parkhomeassist.co.uk,lockbit3,2/12/2024
jacksonvillebeach.org,lockbit3,2/12/2024
grotonschools.org,lockbit3,2/12/2024
The Gainsborough Bath,medusa,2/12/2024
Kadac Australia,medusa,2/12/2024
LILI'S BROWNIES,8base,2/11/2024
Amoskeag Network Consulting Group LLC,medusa,2/11/2024
O'Connor LLC,bianlian,2/11/2024
lacolline-skincare.com,lockbit3,2/11/2024
Upper Merion Township,qilin,2/10/2024
Village of Skokie,hunters,2/10/2024
Lancaster County Sheriff's Office,hunters,2/10/2024
Nastech,hunters,2/10/2024
Benchmark Management Group,hunters,2/10/2024
SOPEM Tunisie,hunters,2/10/2024
Impact Energy Services,hunters,2/10/2024
Groupe Goyette,hunters,2/10/2024
Dalmahoy Hotel & Country Club,hunters,2/10/2024
Carespring Health Care,hunters,2/10/2024
Avianor Aircraft,hunters,2/10/2024
mranet.org,abyss,2/10/2024
aisg-online.com,lockbit3,2/10/2024
maddockhenson,alphv,2/10/2024
Pacific American Fish Company Inc.,incransom,2/10/2024
www.wannagocloud.com,qilin,2/10/2024
zivilgeometer.at,qilin,2/10/2024
CTSI,bianlian,2/9/2024
J.P. Original,bianlian,2/9/2024
TechNet Kronoberg AB,bianlian,2/9/2024
magi-erp.com,lockbit3,2/9/2024
Grace Lutheran Foundation,alphv,2/9/2024
"Capozzi Adler, P.C.",bianlian,2/9/2024
Drost Kivlahan McMahon and O'Connor LLC,bianlian,2/9/2024
alfiras.com,lockbit3,2/9/2024
jaygroup.com\$62.2M\USA\270GB\100%DISCLOSED,cactus,2/9/2024
oogp.com\$11.4M\USA\63GB\100%DISCLOSED,cactus,2/9/2024
soken-ce.co.jp,lockbit3,2/9/2024
maximumresearch.com,lockbit3,2/9/2024
indoramaventures.com,lockbit3,2/9/2024
cdtmedicus.pl,lockbit3,2/9/2024
verdimed.es,lockbit3,2/9/2024
grupomoraval.com,lockbit3,2/9/2024
Willis Lease Finance Corporation,blackbasta,2/9/2024
northseayachtsupport.nl,lockbit3,2/9/2024
seymourct.org,lockbit3,2/9/2024
moneyadvicetrust.org,lockbit3,2/9/2024
bsaarchitects.com,lockbit3,2/9/2024
posen.com,abyss,2/9/2024
macqueeneq.com,lockbit3,2/9/2024
parksite.com\$452.7M\USA\170GB\&lt;1%DISCLOSED,cactus,2/9/2024
galbusera.it,lockbit3,2/9/2024
water.cc,lockbit3,2/8/2024
Ducont,hunters,2/8/2024
Jewish Home Lifecare,alphv,2/8/2024
perkinsmfg.com,lockbit3,2/8/2024
originalfootwear.com,lockbit3,2/8/2024
Distecna,akira,2/8/2024
http://www.wmc-i.com,blacksuit,2/7/2024
http://swbindinglaminating.com,blacksuit,2/7/2024
TeraGo,akira,2/7/2024
transaxle.com,abyss,2/7/2024
YRW Limited - Chartered Accountants,8base,2/7/2024
Worthen Industries,8base,2/7/2024
Therme Laa Hotel and Silent Spa,8base,2/7/2024
Tetrosyl Group Limited,8base,2/7/2024
Precision Tune Auto Care,8base,2/7/2024
PWS - The Laundry Company,8base,2/7/2024
PJ Green Inc,8base,2/7/2024
Karl Rieker GmbH and Co. KG,8base,2/7/2024
Harinck,8base,2/7/2024
CERALP,8base,2/7/2024
Anderco PTE LTD,8base,2/7/2024
vimarequipment.com,lockbit3,2/7/2024
axsbolivia.com,lockbit3,2/7/2024
Shipleys LLP,ransomhouse,2/7/2024
deltron.com,abyss,2/6/2024
AVer Information,akira,2/6/2024
Celeste,akira,2/6/2024
Sciba,bianlian,2/6/2024
B Electric Inc,bianlian,2/6/2024
"Hbl Cpas, P.C.",ransomhouse,2/6/2024
ArpuPlus,medusa,2/6/2024
gocco.com\$937.9M\Spain\136GB\&lt;1%DISCLOSED,cactus,2/6/2024
spbglobal.com\$81.4M\Spain\706GB\&lt;1%DISCLOSED,cactus,2/6/2024
Virgin Islands Lottery,play,2/5/2024
Ready Mixed Concrete,play,2/5/2024
Premier Facility Management,play,2/5/2024
Perry-McCall Construction,play,2/5/2024
Northeastern Sheet Metal,play,2/5/2024
McMillan Pazdan Smith,play,2/5/2024
Mason Construction,play,2/5/2024
Leaders Staffing,play,2/5/2024
Hannon Transport,play,2/5/2024
Greenwich Leisure,play,2/5/2024
Douglas County Libraries,play,2/5/2024
Albert Bartlett,play,2/5/2024
Asecos,blackbasta,2/5/2024
Commonwealth Sign,qilin,2/5/2024
themisbourne.co.uk,lockbit3,2/5/2024
Vail-Summit Orthopaedics & Neurosurgery (VSON),alphv,2/5/2024
http://tobaccofreekids.org,blacksuit,2/5/2024
hutchpaving.com,lockbit3,2/5/2024
davis-french-associates.co.uk,lockbit3,2/5/2024
VCS Observation,akira,2/5/2024
noe.wifi.at,lockbit3,2/5/2024
ksa-architecture.com,lockbit3,2/5/2024
GRTC Transit System,bianlian,2/5/2024
ultraflexx.com,lockbit3,2/5/2024
tgestiona.br,lockbit3,2/5/2024
semesco.com,lockbit3,2/5/2024
prima.com,lockbit3,2/5/2024
portline.pt,lockbit3,2/5/2024
philogen.com,lockbit3,2/5/2024
logtainer.com,lockbit3,2/5/2024
DOD contractors you are welcome in our chat.,donutleaks,2/5/2024
"Cole, Cole, Easley and Sciba",bianlian,2/4/2024
cxm.com,lockbit3,2/4/2024
Associates Family Dentistry.,bianlian,2/3/2024
pbwtulsa.com,lockbit3,2/3/2024
Digitel Venezuela,medusa,2/2/2024
Thomas LLP,bianlian,2/2/2024
"Chaney, Couch, Callaway, Carter and Associates Family Dentistry.",bianlian,2/2/2024
manitou-group.com,lockbit3,2/2/2024
lexcaribbean.com,lockbit3,2/2/2024
Law Office of Michael H Joseph,bianlian,2/2/2024
Tandem,bianlian,2/2/2024
Innovex Downhole Solutions,play,2/2/2024
dms-imaging,cuba,2/2/2024
Penetration Testing Service,ransomedvc,2/1/2024
OSINT Service,ransomedvc,2/1/2024
Data Broking Service,ransomedvc,2/1/2024
gatesshields.com,lockbit3,2/1/2024
stemcor.com,lockbit3,2/1/2024
manchesterfertility.com,lockbit3,2/1/2024
Borah Goldstein Alts chuler Nahins & Goid el,akira,2/1/2024
etsolutions.com.mx,threeam,2/1/2024
taloninternational.com,lockbit3,2/1/2024
bandcllp.com,lockbit3,2/1/2024
Southwark Council,meow,2/1/2024
"Robert D. Clements Jr Law Group, LLLP",bianlian,2/1/2024
CNPC Peru S.A.,rhysida,2/1/2024
Primeimaging database for sale,everest,2/1/2024
mnorch.org,lockbit3,1/31/2024
derrama.org.pe,lockbit3,1/31/2024
apeagers.au,lockbit3,1/31/2024
Hydraflow,alphv,1/31/2024
"Galaxy Fireworks, Inc",medusa,1/31/2024
SportsMEDIA Technology,alphv,1/31/2024
LeClair Group,alphv,1/31/2024
Sefin,akira,1/31/2024
http://www.northhill.org,blacksuit,1/31/2024
sahchicago.org,lockbit3,1/31/2024
mrm.com.mx,lockbit3,1/31/2024
VVD Elettrotecnica Srl,8base,1/31/2024
Séquano,8base,1/31/2024
Meag Va-system AB,8base,1/31/2024
Geographe,8base,1/31/2024
Elliott Wave International,8base,1/31/2024
"Diamond Technical Services, Inc.",8base,1/31/2024
Basin Trucking and Oilfield Services LLC,8base,1/31/2024
Able One a Quadbridge Company,8base,1/31/2024
https://www.genesismotors.com.au/,trigona,1/30/2024
https://www.cmgdrainage.com/,trigona,1/30/2024
https://www.dahercontracting.net/,trigona,1/30/2024
https://www.ausa.com/,trigona,1/30/2024
hi-cone.com\$27M\USA\650GB\100%DISCLOSED,cactus,1/30/2024
clackamas.edu,lockbit3,1/30/2024
MA Engineering,bianlian,1/30/2024
TECHNICA - HACKED AND MORE THEN 300 GB DATA LEAKED!,alphv,1/30/2024
https://www.samuel.co.id/,trigona,1/29/2024
https://www.pfmgreen.com/,trigona,1/29/2024
https://www.fertilitynorth.com.au/,trigona,1/29/2024
https://www.vision-plast.com/,trigona,1/29/2024
https://www.jflommainc.com/,trigona,1/29/2024
grimme.dk,lockbit3,1/29/2024
ese.com,lockbit3,1/29/2024
crowe.com.za,lockbit3,1/29/2024
l,lockbit3,1/29/2024
Safe Plating,akira,1/29/2024
Castilleja School,akira,1/29/2024
Dutton Brock,alphv,1/29/2024
Get Away Today,akira,1/29/2024
Waterford Country School Inc,incransom,1/29/2024
CORBETT EXTERMINATING Inc,incransom,1/29/2024
Black Butte Coal Co,incransom,1/29/2024
Benjamin Plumbing Inc,incransom,1/29/2024
North American University,incransom,1/29/2024
dtsolutions.net\$31.1M\USA\34gb\100%DISCLOSED,cactus,1/29/2024
neafidi,qilin,1/29/2024
mordfin,qilin,1/29/2024
Cislo and Thomas LLP,bianlian,1/28/2024
Image Craft,bianlian,1/28/2024
Shoma group,bianlian,1/28/2024
oogp.com\$11.4M\USA\63GB\&lt;1%DISCLOSED,cactus,1/27/2024
wannagocloud.com,qilin,1/27/2024
vidalung.ai,abyss,1/27/2024
Kansas City Area Transportation Authority,medusa,1/26/2024
ehsd.org,lockbit3,1/26/2024
Brazilian Business P ark,akira,1/26/2024
Sipi Corporation,blackbasta,1/26/2024
Valley TeleCom Group,akira,1/26/2024
securinux.net,lockbit3,1/26/2024
jaygroup.com\$62.2M\USA\270GB\&lt;1%DISCLOSED,cactus,1/26/2024
Draneas Huglin Dooley LLC,alphv,1/26/2024
Lush,akira,1/25/2024
"OrthoNY, Orthopedic Care",incransom,1/25/2024
Brightstar Care,alphv,1/25/2024
CloudFire Italy,medusa,1/25/2024
Four Hands LLC,0mega,1/25/2024
“Insurance Marketing”,blackbasta,1/25/2024
ANI Networks,akira,1/25/2024
caravanclub.co.uk,lockbit3,1/25/2024
Toronto Zoo,akira,1/25/2024
NOVA Business Law Group,bianlian,1/24/2024
The Wiser Financial Group,bianlian,1/24/2024
Hawbaker Engineering,ransomhouse,1/24/2024
Charles Trent,hunters,1/24/2024
Innovative Automation,hunters,1/24/2024
Tamdown,hunters,1/24/2024
Thorite Group,hunters,1/24/2024
icn-artem.com,lockbit3,1/24/2024
Dirig Sheet Metal,akira,1/24/2024
"FULL LEAK! Busse & Busee, PC Attorneys at Law",alphv,1/24/2024
MBC Law Professional Corporation,alphv,1/24/2024
Winona Pattern & Mold,meow,1/24/2024
Hinsdale School District,medusa,1/24/2024
Signature Performance Insurance,medusa,1/24/2024
Nbbl,8base,1/24/2024
Midwest Service Center,8base,1/24/2024
La Ligue,8base,1/24/2024
Groupe Sweetco,8base,1/24/2024
Glimstedt,8base,1/24/2024
Bikesportz Imports,8base,1/24/2024
synergyfinancialgrp.com,abyss,1/23/2024
micrometals.com,abyss,1/23/2024
sierrafrontgroup.com,lockbit3,1/23/2024
lyonshipyard.com,lockbit3,1/23/2024
Cryopak,akira,1/23/2024
Fairmont Federal Credit Union,blackbasta,1/23/2024
Wilhoit Properties,akira,1/23/2024
Milestone Environmen tal Contracting,akira,1/23/2024
KTBS Law LLP,blackbasta,1/23/2024
Société Dupont Restauration,blackbasta,1/23/2024
Kivi Bros,blackbasta,1/23/2024
High Arctic,blackbasta,1/23/2024
CINFAB,blackbasta,1/23/2024
United Industries,blackbasta,1/23/2024
STEMCOR,blackbasta,1/23/2024
Total Air Solutions,alphv,1/23/2024
R.C. Moore Trucking,hunters,1/23/2024
Herrs (You have 72 hours),alphv,1/23/2024
ENVEA,blackbasta,1/23/2024
Double Eagle Energy Holdings IV,hunters,1/23/2024
Smith Capital - Press Release,monti,1/23/2024
ARPEGE,8base,1/23/2024
C and F Packing Company Inc.,8base,1/23/2024
bellgroup.co.uk\$103.6M\UK\9GB\100%DISCLOSED,cactus,1/22/2024
HOE Pharmaceuticals Sdn Bhd,ransomhouse,1/22/2024
ANS COMPUTER [72hrs],alphv,1/22/2024
Double Eagle Development,hunters,1/22/2024
Asahi Glass,blackbasta,1/22/2024
davidsbridal.com,lockbit3,1/22/2024
deknudtframes.be,cuba,1/22/2024
Waldner's,medusa,1/22/2024
Pozzi Italy,medusa,1/22/2024
The Gainsborough Bath ,medusa,1/22/2024
Richmond Fellowship Scotland,medusa,1/22/2024
wittmann.at,lockbit3,1/21/2024
umi-tiles.com,lockbit3,1/21/2024
synnex-grp.com,lockbit3,1/21/2024
qtc-energy.com,lockbit3,1/21/2024
hughessupplyco.com,lockbit3,1/21/2024
gattoplaters.com,lockbit3,1/21/2024
duconind.com,lockbit3,1/21/2024
cct.or.th,lockbit3,1/21/2024
stjohnrochester.org,lockbit3,1/21/2024
North Star Tax And Accounting,bianlian,1/21/2024
KC Pharmaceuticals,bianlian,1/21/2024
Martinaire Aviation,bianlian,1/21/2024
jasman.com.mx,lockbit3,1/21/2024
bmc-cpa.com,lockbit3,1/21/2024
subway.com,lockbit3,1/21/2024
marxan.es,lockbit3,1/21/2024
home-waremmien.be,lockbit3,1/21/2024
tvjahnrheine.de,lockbit3,1/21/2024
Worthen Industries [You have three days],alphv,1/20/2024
wendy.mx,lockbit3,1/20/2024
swiftair.com,lockbit3,1/20/2024
"Busse & Busee, PC Attorneys at Law",alphv,1/20/2024
www.projects-world.com,qilin,1/19/2024
Anna Jaques Hospital,moneymessage,1/19/2024
seiu1000.org,lockbit3,1/19/2024
pratt.edu,lockbit3,1/19/2024
"Sykes Consulting, Inc.",incransom,1/19/2024
dywidag.com,lockbit3,1/19/2024
intercityinvestments.com\$31.1M\USA\10gb\100%DISCLOSED,cactus,1/19/2024
jdbchina.com,lockbit3,1/19/2024
TPG Architecture,play,1/19/2024
GROWTH by NCRC,bianlian,1/19/2024
LT Business Dynamics,bianlian,1/19/2024
Hydratek,akira,1/19/2024
Hamilton-Madison Hou se,akira,1/19/2024
shenandoahtx.us,lockbit3,1/19/2024
evit.edu,lockbit3,1/19/2024
cmmt.com.tw,lockbit3,1/19/2024
Alupar Investimento SA,hunters,1/19/2024
foxsemicon.com,lockbit3,1/19/2024
Malongo France,8base,1/19/2024
http://www.gocruisers.org,blacksuit,1/18/2024
digipwr.com,lockbit3,1/18/2024
jaffeandasher.com,lockbit3,1/18/2024
Gallup McKinley County Schools,hunters,1/18/2024
monaco-technologies.com,ransomblog_noname2,1/18/2024
nobleweb.com,ransomblog_noname2,1/18/2024
selmi.com.br,ransomblog_noname2,1/18/2024
onyx-fire.com,ransomblog_noname2,1/18/2024
aercap.com,slug,1/18/2024
JspPharma data,insane,1/18/2024
Flash-Motors Last Warning,ransomedvc,1/18/2024
Waldner's,play,1/18/2024
DENHAM the Jeanmaker,akira,1/17/2024
Rosens Diversified Inc,medusa,1/17/2024
"Stone, Avant & Daniels",medusa,1/17/2024
geologics.com,dragonforce,1/17/2024
Washtech,8base,1/17/2024
Sunfab Hydraulics AB,8base,1/17/2024
SIVAM Coatings S.p.A.,8base,1/17/2024
Nexus Telecom Switzerland AG,8base,1/17/2024
millgate.co.uk,lockbit3,1/16/2024
Becker Logistics,akira,1/16/2024
TGS Transportation,akira,1/16/2024
Premium Guard,akira,1/16/2024
Bestway Sales,akira,1/16/2024
www.fjohara.com,qilin,1/16/2024
Donear Industries,bianlian,1/16/2024
maisonsdelavenir.com,lockbit3,1/15/2024
Beit Handesai,malekteam,1/15/2024
shinwajpn.co.jp,lockbit3,1/15/2024
vasudhapharma.com,lockbit3,1/15/2024
hosted-it.co.uk,lockbit3,1/15/2024
"Republic Shipping Consolidators, Inc",bianlian,1/15/2024
Northeast Spine and Sports Medicine's,bianlian,1/15/2024
Ausa,hunters,1/15/2024
vasexperts.ru,werewolves,1/14/2024
solveindustrial.com,werewolves,1/14/2024
forabank.ru,werewolves,1/14/2024
coop.se\$6.5B\Sweden\257GB\100%DISCLOSED,cactus,1/14/2024
amenitek.com,lockbit3,1/14/2024
turascandinavia.com,lockbit3,1/13/2024
Lee Spring,rhysida,1/13/2024
tridon.com.au\$34M\Australia\175GB\100%DISCLOSED,cactus,1/13/2024
arrowinternational.com,lockbit3,1/12/2024
hotelcontinental.no,qilin,1/12/2024
Builcore,alphv,1/12/2024
thecsi.com,threeam,1/12/2024
pharrusa.com,threeam,1/12/2024
olea.com,lockbit3,1/12/2024
asburyauto.com\$15.4B\USA\62GB\&lt;1%DISCLOSED,cactus,1/12/2024
Washington School For The Deaf,incransom,1/12/2024
Sems and Specials Incorporated,8base,1/12/2024
International Trade Brokers and Forwarders,8base,1/12/2024
Former S.p.A.,8base,1/12/2024
BALLAY MENUISERIES,8base,1/12/2024
"Anderson King Energy Consultants, LLC",8base,1/12/2024
something new is coming soon. have your say: https://v2.telemetry.ltd,ransomwatch,1/12/2024
acutis.com\$62.2M\USA\137GB\&lt;1%DISCLOSED,cactus,1/12/2024
dtsolutions.net\$31.1M\USA\34gb\&lt;1%DISCLOSED,cactus,1/12/2024
intercityinvestments.com\$31.1M\USA\10gb\&lt;1%DISCLOSED,cactus,1/12/2024
hi-cone.com\$27M\USA\650GB\&lt;1%DISCLOSED,cactus,1/12/2024
Alliedwoundcare,everest,1/12/2024
Primeimaging,everest,1/12/2024
Unitex,snatch,1/11/2024
Elliott Group,snatch,1/11/2024
Charm Sciences,snatch,1/11/2024
Blackburn College,akira,1/11/2024
Vincentz Network,akira,1/11/2024
Limburg,medusa,1/11/2024
Water For People,medusa,1/11/2024
pactchangeslives.com,lockbit3,1/11/2024
automotionshade.com,alphv,1/11/2024
R Robertson Insurance Brokers,alphv,1/11/2024
Triella,alphv,1/11/2024
Ursel Phillips Fellows Hopkinson,alphv,1/11/2024
SHIBLEY RIGHTON,alphv,1/11/2024
https://www.molnar-bischof.de/,qilin,1/10/2024
Group Bogart,alphv,1/10/2024
twt.co.za,lockbit3,1/10/2024
tiautoinvestments.co.za,lockbit3,1/10/2024
corinthcoke.com,qilin,1/10/2024
hartalega.com.my,lockbit3,1/10/2024
agnesb.eu,lockbit3,1/10/2024
http://delcoautomation.com,blacksuit,1/9/2024
Viridi,akira,1/9/2024
Ito Pallpack Gruppen,akira,1/9/2024
Syndicat Général des Vignerons de la Champagne,8base,1/9/2024
Axfast AB,8base,1/9/2024
www.halleonard.com.au,qilin,1/9/2024
Erbilbil Bilgisayar,alphv,1/8/2024
Heller Industries,akira,1/8/2024
Van Buren Public Sch ools,akira,1/8/2024
"CellNetix Pathology & Laboratories, LLC",incransom,1/8/2024
morganpilate.com,lockbit3,1/8/2024
mciwv.com,lockbit3,1/8/2024
capitalhealth.org,lockbit3,1/7/2024
Rehabilitation Supply,bianlian,1/6/2024
Televerde,play,1/6/2024
The Lutheran World Federation,rhysida,1/6/2024
Proax Technologies LTD,bianlian,1/5/2024
Somerset Logistics,bianlian,1/5/2024
ips-securex.com,lockbit3,1/5/2024
Project M.O.R.E.,hunters,1/4/2024
Thermosash Commercial Ltd,hunters,1/4/2024
"Gunning & LaFazia, Inc.",hunters,1/4/2024
Diablo Valley Oncology and Hematology Medical Group - Press Release,monti,1/4/2024
Hotelplan,blackbasta,1/4/2024
Graebener® Bipolar Plate Technologies,blackbasta,1/4/2024
Leonard’s Express,blackbasta,1/4/2024
NALS Apartment Homes,blackbasta,1/4/2024
Kohl Wholesale,blackbasta,1/4/2024
Brintons,blackbasta,1/4/2024
Alexander Dennis,blackbasta,1/4/2024
Bradford Health,hunters,1/3/2024
http://kcsdschools.net,blacksuit,1/3/2024
prinovagloba,lockbit3,1/2/2024
Madison Capital & WPM & The Time Group,play,1/2/2024
groupe-idea.com,lockbit3,1/2/2024
SAED International,alphv,1/2/2024
groupesa,lockbit3,1/2/2024
http://www.mpmmedicalsupply.com,ciphbit,1/2/2024
Aspiration Training,rhysida,1/1/2024
ad.bennetts.com.au,lockbit3_fs,1/1/2024
ad.jamailconstruction.com,lockbit3_fs,1/1/2024
ah-babelsberg.net,lockbit3_fs,1/1/2024
alhajery.com.kw,lockbit3_fs,1/1/2024
arcelor-sztg.hu,lockbit3_fs,1/1/2024
ats.lab,lockbit3_fs,1/1/2024
auras.com.tw,lockbit3_fs,1/1/2024
barcelona.jbc.es,lockbit3_fs,1/1/2024
bbst.clp,lockbit3_fs,1/1/2024
billycraiginsurance.com,lockbit3_fs,1/1/2024
bredinprat.com,lockbit3_fs,1/1/2024
bredinprat.fr,lockbit3_fs,1/1/2024
cachibi.com.co,lockbit3_fs,1/1/2024
castro.net,lockbit3_fs,1/1/2024
cczstattonequities.com,lockbit3_fs,1/1/2024
cepi.int,lockbit3_fs,1/1/2024
ceratube.net,lockbit3_fs,1/1/2024
cheyenne.k12.ok.us,lockbit3_fs,1/1/2024
christianvillage.org,lockbit3_fs,1/1/2024
cobbengr.com,lockbit3_fs,1/1/2024
comune.crispiano.ta.it,lockbit3_fs,1/1/2024
corp.fehrs.com,lockbit3_fs,1/1/2024
corp.keypoint.net,lockbit3_fs,1/1/2024
corp.kuwaitairways.com,lockbit3_fs,1/1/2024
coteg-toulouse.dom,lockbit3_fs,1/1/2024
crich.loc,lockbit3_fs,1/1/2024
dgimali.org,lockbit3_fs,1/1/2024
dmn-vitalprev.net,lockbit3_fs,1/1/2024
domain.itsoft.com,lockbit3_fs,1/1/2024
dsoler.soler.com,lockbit3_fs,1/1/2024
edgoldner.com,lockbit3_fs,1/1/2024
edtec.biz,lockbit3_fs,1/1/2024
equisfg.efg,lockbit3_fs,1/1/2024
etggs.net,lockbit3_fs,1/1/2024
expeditors.com,lockbit3_fs,1/1/2024
fmc.ar,lockbit3_fs,1/1/2024
fsd.com,lockbit3_fs,1/1/2024
fupite.com.tw,lockbit3_fs,1/1/2024
fusesandliberty.com,lockbit3_fs,1/1/2024
genpl.com,lockbit3_fs,1/1/2024
gla.net,lockbit3_fs,1/1/2024
gov.oak-brook.org,lockbit3_fs,1/1/2024
hinaka.corp,lockbit3_fs,1/1/2024
hkdm1.wik,lockbit3_fs,1/1/2024
hlc.bike,lockbit3_fs,1/1/2024
holding.loc,lockbit3_fs,1/1/2024
honsha.hanshin-dp.co.jp,lockbit3_fs,1/1/2024
hotelluzeiros.fla.br,lockbit3_fs,1/1/2024
hsvgroup.com.vn,lockbit3_fs,1/1/2024
hxlife.com,lockbit3_fs,1/1/2024
ikkgroup.com,lockbit3_fs,1/1/2024
