Organization,Threat Actor,Date
"Office Peeps, Nappie's Food Service, Janome America, IT-Supporten, A-1 Pools.",akira,3/30/2026
Okanogan County Vets,qilin,2/22/2026
OKIN GROUP,qilin,1/25/2026
OKJ Group,thegentlemen,2/24/2026
Omega Optical,qilin,3/11/2026
Omikenshi,thegentlemen,3/23/2026
Ondine Biomedical,incransom,2/16/2026
ONESUPPORT.COM,clop,2/14/2026
On-Point Defense Technologies,qilin,2/11/2026
ONYXEQUITIES.COM,clop,1/25/2026
Orange Madagascar,qilin,3/6/2026
OrlÃ­k Compressors,thegentlemen,1/20/2026
Orthopaedic Specialists of Massachusetts,qilin,1/17/2026
Outsourcia,qilin,3/4/2026
Paass Logistik,akira,3/10/2026
pacepacific.com,incransom,3/6/2026
Paltrack,thegentlemen,1/20/2026
PAO HWA TRADING LTD,thegentlemen,1/19/2026
Parente Fireworks,qilin,2/6/2026
PARIS & MARSEILLE,qilin,2/7/2026
parkerlipman.com,incransom,3/5/2026
Parkway Reality Group,qilin,3/30/2026
Pathology Associates Of Saint Thomas,qilin,1/14/2026
Pathway Reads and Data Analysis,akira,2/12/2026
Payap University,thegentlemen,3/16/2026
Paylogix,akira,1/15/2026
Peerson Audio,akira,2/6/2026
Peninsular Electric Distributors,akira,3/9/2026
Pensam Residential,qilin,1/11/2026
Perfumeria Pigmento,thegentlemen,2/21/2026
Philippine Savings Bank (Metrobank Group),qilin,1/28/2026
Phoenix Systems,qilin,3/2/2026
piglerautomation.com,incransom,3/5/2026
"Pilana Group, TRITCON",akira,3/16/2026
PINNACLE TAX INC,qilin,3/16/2026
PK PINHÃƒO & KOIFFMAN ATTORNEYS AT LAW,incransom,1/30/2026
Plan-IT Office Solutions,qilin,2/23/2026
Pleiad Investment Advisors (Singapore brach),qilin,3/9/2026
PLUS Malaysia Berhad,qilin,3/1/2026
PODIATRYWA.COM.AU,clop,2/7/2026
PoindexterHill,qilin,2/24/2026
Pollo Cibao,thegentlemen,2/21/2026
polymedicure.com,incransom,2/20/2026
Porsche Zentrum Fulda,akira,3/12/2026
Pos BiliÅŸim Teknolojileri,thegentlemen,1/11/2026
Posillico,akira,1/5/2026
PowerON Services,qilin,2/11/2026
poweron.com,qilin,2/7/2026
Powers HVAC,qilin,3/11/2026
Pre-Con Builders,qilin,1/14/2026
Priderock Capital Partners,akira,3/11/2026
primepak.com,incransom,2/23/2026
Primus,thegentlemen,3/4/2026
PROACTIVEMEDICAL.COM,clop,2/14/2026
Productos La Aguadillana,qilin,3/18/2026
Proleasing,qilin,1/22/2026
Pro-Plastics,qilin,2/28/2026
proton-system_Serbia,incransom,1/3/2026
PSTECHLTD,qilin,1/15/2026
PTI,akira,2/3/2026
PTS Goldkist Industries Sdn Bhd,qilin,1/8/2026
PTT Philippines,thegentlemen,3/22/2026
pulpdent.com,incransom,3/25/2026
Purcell Architects,akira,1/5/2026
PWNA Plains,incransom,3/24/2026
PyrÃ©nÃ©es,akira,3/18/2026
Qingtian Express Co.,thegentlemen,2/21/2026
Q-Lab,qilin,3/31/2026
Quality Carton and Converting,akira,3/27/2026
RÃ¶ben Tonbaustoffe,qilin,1/2/2026
RÃ¶ben Tonbaustoffe GmbH,thegentlemen,1/31/2026
Radial Engineering,akira,1/22/2026
Radiant Remodeling,qilin,1/14/2026
Rainbow Technology,akira,3/18/2026
Rainier Clinical Research Center,incransom,2/23/2026
Rajagiri Hospital,thegentlemen,3/21/2026
Range Cooperatives,qilin,2/2/2026
RBDCONSTRUCTION.COM,clop,2/14/2026
RC Collecting,qilin,2/4/2026
rea Limpia,thegentlemen,2/8/2026
Real Tech,thegentlemen,1/11/2026
Reanthong Partcenter,thegentlemen,3/4/2026
Rebars & Mesh,akira,1/14/2026
REDACTED,thegentlemen,2/25/2026
Reflex Angelo,akira,3/18/2026
RENAFAN,qilin,2/4/2026
Resource Corporation of America,qilin,1/12/2026
Retail Centenario,qilin,3/24/2026
Retamar,qilin,3/11/2026
RetireRight Financial Planning,qilin,3/10/2026
Retrofit Service,qilin,1/8/2026
Reynolds DeMarco & Boland,akira,3/4/2026
Riach Gese Jacobs,qilin,3/1/2026
Rich Sport Public,qilin,1/30/2026
Richey Tax Solutions,akira,2/4/2026
Ricopia,thegentlemen,3/1/2026
Rioja Motor,akira,3/23/2026
Rivages Du Monde,qilin,2/23/2026
RJS,akira,1/7/2026
RMWGROUP.COM.AU,clop,2/7/2026
RMZ Oilfield Engineering,qilin,3/13/2026
ROBERTSDESIGNS.COM.AU,clop,2/7/2026
Robinson Nursery,akira,3/11/2026
Rocky Mountain Care,qilin,2/23/2026
Rod Danielson,incransom,1/12/2026
Rodney's Sign Company,incransom,1/13/2026
Rogers Capital,thegentlemen,1/14/2026
Rola Motor Group,thegentlemen,1/20/2026
Root Security,qilin,3/10/2026
Rosenblum Schwartz &Fry,akira,2/3/2026
Royal Wine Corp,akira,2/4/2026
RSTRT.IT,clop,1/25/2026
rswater.ae,incransom,2/12/2026
RTCCOMPUTERS.COM,clop,1/25/2026
Ruamjai,thegentlemen,2/24/2026
Ruhnau Clarke,qilin,3/16/2026
RWB Consulting Engineers,qilin,3/9/2026
SÃ¶nmezler Metal,qilin,1/4/2026
Sacor,qilin,3/26/2026
Sai Oral SurgeryOral,qilin,1/2/2026
Saiful Bouquet,qilin,2/17/2026
Sakata Seed America,qilin,2/12/2026
Salag,qilin,3/15/2026
Salford City College,qilin,3/10/2026
San Carlo Gruppo Alimentare,thegentlemen,1/20/2026
San Silvestre School,qilin,1/11/2026
Sandberg,incransom,1/20/2026
Sando Tech,thegentlemen,2/26/2026
Sarl Alliance,qilin,1/11/2026
SASI JSC,thegentlemen,1/20/2026
Sasin Colleges & Universities,thegentlemen,2/21/2026
SATO,thegentlemen,2/25/2026
SATS Sports Club Sweden,thegentlemen,3/22/2026
saturnmachine.net,incransom,3/4/2026
Savvy Hawk,akira,3/20/2026
Sawafi,thegentlemen,2/21/2026
Schaltbau,akira,3/5/2026
Schmiede,akira,3/23/2026
Schmuck Welt,qilin,2/28/2026
Seac,thegentlemen,2/21/2026
Secorp Industries,qilin,1/6/2026
Seeing Machines,qilin,3/31/2026
Segue Manufacturing Services,qilin,2/12/2026
Sejlstrup,thegentlemen,2/27/2026
SENSIBLESOLUTIONS.CA,clop,2/7/2026
SERAM SpA,qilin,3/31/2026
SERVE-CLOUD.COM,clop,2/7/2026
Service Broadcasting Group,qilin,1/28/2026
Service Star Freightways,qilin,3/31/2026
Serviceplan Group (Korea branch),qilin,3/9/2026
SHACKELFORD.LAW,clop,2/7/2026
shawhillprimaryschool.org.uk,incransom,1/27/2026
Sheladia Associates,akira,3/27/2026
Shiffler Equipment Sales,qilin,1/24/2026
Shtainmetz Aminoach,thegentlemen,1/20/2026
Shwapno,qilin,3/17/2026
Sibca,thegentlemen,1/21/2026
Sievert Electric Service and Sales,qilin,3/18/2026
Silver Lake Medical Center,thegentlemen,2/24/2026
Silvestres,thegentlemen,2/25/2026
Silvi SRL,thegentlemen,2/6/2026
Silvon Software,qilin,3/12/2026
Sincere Corporation,thegentlemen,1/21/2026
SiNetCon,qilin,1/22/2026
Sita Sud,thegentlemen,1/20/2026
Siwax Specialties Group,akira,3/6/2026
SKYEEXCAVATIONS.COM.AU,clop,2/7/2026
Smart Glass,thegentlemen,2/13/2026
Smartbytes,thegentlemen,2/24/2026
Smartply Europe,thegentlemen,2/10/2026
SMITHDALIA.COM,clop,1/25/2026
SMITHIPSERVICES.COM,clop,2/14/2026
SMTLAWYERS.CA,clop,2/7/2026
SoCal ROC,qilin,2/1/2026
Sodimatel Fasteners,thegentlemen,3/9/2026
Softlab SpA,qilin,1/8/2026
SOLUTIONSINSAFETY.COM,clop,2/14/2026
Sortimage,qilin,1/7/2026
Southern Alberta Community Living Association,incransom,1/18/2026
Southern Commercial Real Estate,qilin,3/22/2026
Southwire,qilin,3/22/2026
Special Shapes Refractory,qilin,3/11/2026
Spire Payments,qilin,2/23/2026
Spiros Industries,akira,1/22/2026
SPOHNASSOCIATES.COM,clop,2/14/2026
Spring Grove Area School District,qilin,1/8/2026
Sprokkit,qilin,2/2/2026
St Fabian Catholic,thegentlemen,3/12/2026
Stephenson Ziegenhorn & Bernard,qilin,2/2/2026
STESAD,qilin,1/8/2026
Steve Quick Jeweler,akira,3/16/2026
stignatiusijamsville.org,incransom,1/9/2026
stimgroup,incransom,1/13/2026
Stokes,akira,3/13/2026
Straive,qilin,2/27/2026
STRATEGICOBJECTIVES.COM,clop,2/7/2026
submissionfinance.com,incransom,3/31/2026
Suchthilfe direkt Essen gGmbH,qilin,3/6/2026
Sugawara Laboratories,qilin,1/2/2026
Sukhothai Thammathirat Open University,qilin,1/27/2026
Summit Tax Advisory,qilin,3/30/2026
Superior Water Conditioning,qilin,1/12/2026
"Swavelle Group, Wearbest Sil-Tex Mills",akira,1/9/2026
Syed Professional Services,qilin,3/12/2026
Syrstone,akira,1/12/2026
Systherm Grupa,thegentlemen,1/7/2026
Tactis,qilin,2/22/2026
Tax & Accounting Plus,akira,3/16/2026
TDS Construction,qilin,3/12/2026
Tech Environmental,qilin,2/9/2026
TECHNIKEL.CA,clop,1/25/2026
Teknopres_TR,incransom,3/10/2026
Telecare,qilin,2/19/2026
Telstar-Hommel,qilin,1/8/2026
Tennessee Valley Electric Cooperative,qilin,3/5/2026
TESTCOMPANY,incransom,2/21/2026
Texas State Utilities,qilin,1/15/2026
Texollini,akira,3/18/2026
Thammasat University,thegentlemen,2/11/2026
The Carlson Law Firm,incransom,1/9/2026
The Cherokee Group,akira,2/20/2026
The City of Cocoa,incransom,2/23/2026
"The City of Hesperia, CA",incransom,3/4/2026
The Corradino Group,qilin,2/19/2026
The Cressi,qilin,1/8/2026
The Decorative Paving,akira,3/19/2026
The Hechtman Group,qilin,2/2/2026
The Lewis Bear,akira,1/5/2026
The Outdoor Recreation Group,akira,1/12/2026
The Russell's Law Firm,akira,3/24/2026
"The Trevino Group, Inc",incransom,1/27/2026
THEHALEROAD.COM.AU,clop,2/7/2026
THEMORTGAGEFIRM.COM,clop,2/14/2026
THEPERPETUAL.COM,clop,2/14/2026
These companies havebeen hacked.,akira,1/8/2026
thethibeauxfirm.com,incransom,3/11/2026
Thg,thegentlemen,2/27/2026
Thin Red Line,thegentlemen,2/4/2026
tob-bmw.sk,incransom,1/23/2026
TOMLLAWYERS.COM,clop,1/25/2026
Tommotek,qilin,1/4/2026
Topkin & Partlow,qilin,2/11/2026
Torus,thegentlemen,2/6/2026
Tower Insurance Services,qilin,2/11/2026
TR Construya,qilin,3/28/2026
Trace,thegentlemen,2/6/2026
Trace,qilin,1/30/2026
Tract Consulting,incransom,2/27/2026
Traffic Tech,qilin,3/1/2026
Transgas,qilin,3/26/2026
Travelmarket,akira,2/3/2026
Trionex,akira,3/5/2026
TriPartum,akira,2/6/2026
Triple Eight Transport,akira,1/9/2026
TriVector Services,qilin,1/8/2026
TRJLTD.CO.UK,clop,2/7/2026
True Value,thegentlemen,2/21/2026
TruGolf,akira,1/14/2026
TRUSTPAYMENTS.COM,clop,1/25/2026
ttmet.co.th,incransom,1/27/2026
tuftco,incransom,2/9/2026
Tulsa International Airport,qilin,1/30/2026
tupeloeye.com,incransom,3/9/2026
TWU Local 100,qilin,2/23/2026
Udall Law Firm,akira,1/8/2026
UGS,qilin,1/17/2026
Unibros Shipping,qilin,2/28/2026
UniFil,thegentlemen,2/10/2026
Uniflex Technology Inc,incransom,1/26/2026
Unimed AnÃ¡polis,thegentlemen,1/21/2026
uniquegas,qilin,2/9/2026
Unisoft Communications,akira,2/27/2026
United Hospital Supply,akira,2/5/2026
Universal Builders Supply,akira,1/22/2026
Universidade Federal de Sergipe,thegentlemen,2/26/2026
"University of Applied Sciences,Worms",qilin,2/5/2026
University of Mannheim,qilin,2/18/2026
University Volkswagen Mazda,qilin,1/18/2026
US Trading,qilin,2/22/2026
USArt,qilin,1/6/2026
USTAR,thegentlemen,1/20/2026
Valbifrut,qilin,1/28/2026
Valgo SA,incransom,2/19/2026
Van Eycken,akira,1/22/2026
VENTNOR.COM.AU,clop,2/7/2026
Verdugo Tool & Engineering,akira,3/6/2026
VERTIGORELEASING.COM,clop,1/25/2026
Vexin Normand,thegentlemen,3/18/2026
Vietnam Airlines,qilin,1/18/2026
VIPPLLC.COM,clop,2/7/2026
VirtualExpo Group,qilin,3/20/2026
Vision Aero,qilin,3/4/2026
VISTA-TRAINING.COM,clop,1/25/2026
Viviany,qilin,3/3/2026
Voltamper,qilin,3/26/2026
Von Weise Associates,qilin,3/16/2026
Voyages Robin,qilin,2/8/2026
voyages-robin.com,qilin,2/7/2026
Wachendorff,thegentlemen,2/24/2026
WAG Funktion Design,akira,3/6/2026
WAL Consultant,qilin,3/20/2026
Wamtechnik,thegentlemen,1/7/2026
WARDHAVENCAPITAL.COM,clop,2/7/2026
Warka Bank for Investment and Finance,thegentlemen,1/11/2026
WARRANTYFIRST.CO.UK,clop,1/25/2026
Washoe Tribe,qilin,3/26/2026
Waterloo Information Systems,qilin,3/6/2026
WCT Holdings Berhad,thegentlemen,2/11/2026
WE Fitness,incransom,2/26/2026
WEATHER.COM,clop,1/25/2026
WEDGE,akira,3/9/2026
Wells Fargo,thegentlemen,2/6/2026
Western New York Energy,incransom,2/3/2026
Westiform Germany,akira,2/24/2026
WFRFIRE.COM,clop,1/25/2026
WHEELOCKST.COM,clop,2/7/2026
WHISKIJACKRESORTS.COM,clop,1/25/2026
White Beach Hotel,thegentlemen,2/13/2026
WHOLEIT.COM.AU,clop,2/7/2026
Wieson Technologies,thegentlemen,1/31/2026
WILDRIDGELANDSCAPE.COM,clop,1/25/2026
Williams Brothers Construction,akira,2/16/2026
Willow Construction,qilin,2/19/2026
Wills Point Chevrolet,akira,3/13/2026
Wilson Smith CochranDickerson,akira,1/7/2026
Witzenberg Municipality,thegentlemen,1/20/2026
Wm Erath & Son,qilin,3/30/2026
Woodfines,akira,3/9/2026
Workers Health & Safety Centre,qilin,2/2/2026
WORKFORCESOFTWARE.COM,clop,1/25/2026
WRENLAWFIRM.COM,clop,1/25/2026
WRP Asia Pacific Sdn Bhd,thegentlemen,1/20/2026
WTSmedia,qilin,2/21/2026
www.chrishudsonlaw.com,incransom,3/3/2026
www.davidhelfandlaw.com,incransom,3/26/2026
www.hfplanners.com,incransom,2/11/2026
www.integer.net,incransom,3/13/2026
www.pucobre.cl,incransom,2/2/2026
www.shrimphouse.com,incransom,1/26/2026
Y-ARCHITECTURE.STUDIO,clop,2/7/2026
Yash Highvoltage Insulators Pvt,thegentlemen,2/13/2026
YCC Parts Mfg,qilin,1/23/2026
Young Wealth Management,qilin,1/12/2026
Yuma Sun,qilin,3/11/2026
Yumark Enterprises,qilin,1/19/2026
Zabun,thegentlemen,2/26/2026
ZeroEnergy Design,qilin,2/11/2026
ZurflÃ¼h-Feller,akira,2/2/2026
