Victim,Group,Date
Network Communications Group,qilin,8/28/2024
JM Thompson,qilin,8/28/2024
medisetter.com,killsec,8/28/2024
agra-services.be,killsec,8/28/2024
"Atwood & Cherny, P.C.",bianlian,8/28/2024
Fish Nelson & Holden,bianlian,8/28/2024
M.Royo & KlockMetal,bianlian,8/28/2024
Scott Pharma Solutions,bianlian,8/28/2024
freshairefranchise.com,darkvault,8/28/2024
"Cherny, P.C.",bianlian,8/28/2024
Holden,bianlian,8/28/2024
M.Royo and KlockMetal,bianlian,8/28/2024
Diamcad,meow,8/28/2024
tcn.local,lynx,8/28/2024
mykukun.com,killsec,8/28/2024
comtruck.ca,abyss,8/28/2024
codacinc.org,qilin,8/28/2024
Woden,meow,8/28/2024
Y. Shilat Management Services Ltd,meow,8/28/2024
Success Microfinance Bank,meow,8/28/2024
KidKraft,lynx,8/28/2024
Rinehart Butler Hodge Moss & Bryant,hunters,8/28/2024
dpfza.gov.dj,ransomhub,8/28/2024
www.polycohealthline.com,ransomhub,8/28/2024
www.chwa.com.tw,ransomhub,8/28/2024
http://modelaircraft.org,blacksuit,8/27/2024
WT Gruber Steuerberatung GmbH,meow,8/27/2024
Finlogic S.p.A,meow,8/27/2024
Academy of Model Aeronautics,blacksuit,8/27/2024
Mason City Recycling Center ,qilin,8/27/2024
Barkal Food Industries,meow,8/27/2024
Modulkit,meow,8/27/2024
ArtesanÃ?a Chopo,meow,8/27/2024
Crowe,hunters,8/27/2024
securityinstrument.com,cactus,8/27/2024
securityinstrument.com\$15.4M\USA\141GB\&lt;1% DISCLOSED,cactus,8/27/2024
Microchip Technology,play,8/26/2024
Precom,play,8/26/2024
Johnson Laschober & Associates,lynxblog,8/26/2024
All Parks Insurance,meow,8/26/2024
Vans Lumber and Custom Builders,meow,8/26/2024
Optimize EGS,meow,8/26/2024
Complete Payroll Solutions,meow,8/26/2024
South American Tours,meow,8/26/2024
www.patelco.org&lt;Disclose&gt;,ransomhub,8/26/2024
Brookshire Dental - Hospitals &amp; Clinics,qilin,8/26/2024
www.alabamaplate.com,ransomhub,8/26/2024
www.smarterp.com,ransomhub,8/26/2024
htsusa.com,ransomhub,8/26/2024
www.spie-tec.de,ransomhub,8/26/2024
Brookshire Dental - Hospitals & Clinics,qilin,8/26/2024
Abatti Companies,monti,8/26/2024
Imt,monti,8/26/2024
Law Offices of John E Hill,monti,8/26/2024
Tryax Realty Management,monti,8/26/2024
HMW,monti,8/26/2024
Smith Capital,monti,8/26/2024
MacEwen Petroleum,lynx,8/26/2024
https://www.widex.com,blacksuit,8/26/2024
pocketrisk.com,darkvault,8/26/2024
widex.com,blacksuit,8/26/2024
www.smarterp.com&lt;Auction&gt;,ransomhub,8/26/2024
[DISCLOSED] Lake Washington Institute of Technology,ransomhouse,8/26/2024
Blue Maven Group,monti,8/26/2024
Blue Maven Group - Press Release,monti,8/26/2024
NewsBank,rhysida,8/26/2024
US Marshals Service,hunters,8/26/2024
EPS Tech R&#038;D PoC,handala,8/26/2024
onedayonly.co.za,killsec,8/26/2024
Affordable Tools,rhysida,8/26/2024
prasarana.com.my,ransomhub,8/26/2024
Penn Veterinary Supply INC,qilin,8/26/2024
Meli (BCYF & Bethany),qilin,8/26/2024
dt-technologies,qilin,8/26/2024
autonomous.ai,killsec,8/26/2024
Sable International,bianlian,8/25/2024
Meli (BCYF &amp; Bethany) ,qilin,8/25/2024
The University and College Union,incransom,8/25/2024
EPS Tech R&D,handala,8/25/2024
https://www.nwcsb.com,blacksuit,8/24/2024
nwcsb.com,blacksuit,8/24/2024
www.curvc.com,ElDorado,8/24/2024
Eagle Safety Eyewear,ElDorado,8/24/2024
Wallace Construction Specialties (wcs.local)),lynx,8/24/2024
Bay Sales (cog.local),lynx,8/24/2024
PBS group,lynx,8/24/2024
Health Quality Council,incransom,8/24/2024
HBGJEWISHCOMMUN,helldown,8/24/2024
ingotbrokers.com,darkvault,8/24/2024
Hofmann Malerei AG,cicada3301,8/24/2024
https://www.hofmann-malerei.ch,cicada3301,8/24/2024
ccsdschools.com&lt;disclose&gt;,ransomhub,8/24/2024
www.jewishharrisburg.org,helldown,8/24/2024
Studio Legale Associato Isolabella,bianlian,8/24/2024
HL Lawson & Sons,incransom,8/24/2024
https://www.chamagaucha.com,cicada3301,8/23/2024
terralogs.com.br,killsecurity,8/23/2024
Chama Gaucha,cicada3301,8/23/2024
idahopacific.com,abyss,8/23/2024
www.barryavenueplating.com,helldown,8/23/2024
www.rsk-immobilien.de,helldown,8/23/2024
barryavenueplating,helldown,8/23/2024
rsk-immobilien,helldown,8/23/2024
Crimson Interactive,hunters,8/23/2024
www.seaeng.com,dAn0n,8/23/2024
Stjamesplace.org,cloak,8/23/2024
Saeilo,metaencryptor,8/23/2024
schoolrush.com,killsecurity,8/22/2024
https://saeilo.com,metaencryptor,8/22/2024
Life University,metaencryptor,8/22/2024
Sherwood Stainless & Aluminium,dragonforce,8/22/2024
Igloo Cellulose,dragonforce,8/22/2024
Raifalsa-Alelor,dragonforce,8/22/2024
Deane Roofing and Cladding,dragonforce,8/22/2024
saudi arabia(general secretariat of the military service council),ransomhub,8/22/2024
instadriver.co,killsec,8/22/2024
cincinnatipainphysicians,helldown,8/22/2024
www.cincinnatipainphysicians.com,helldown,8/22/2024
https://ufcw135.com,cicada3301,8/22/2024
https://www.ebapc.com,cicada3301,8/22/2024
Kronick Moskovitz Tiedemann & Girard,rhysida,8/22/2024
Donâ€™t Waste Group,incransom,8/22/2024
UFCW Local 135,cicada3301,8/22/2024
EBA Ernest Bland Associates,cicada3301,8/22/2024
level.game,killsec,8/22/2024
antaeustravel.com,blackout,8/22/2024
rylandpeters.com,apt73,8/22/2024
Engedi,rhysida,8/22/2024
EPS Tech confidential source code ( military ),handala,8/22/2024
policiaauxiliarcusaem.com.mx,lockbit3,8/22/2024
Larc,incransom,8/22/2024
kbosecurity.co.uk,helldown,8/22/2024
khonaysser.com,helldown,8/22/2024
beinlaw.co.il - Prof. Bein & Co.,BrainCipher,8/21/2024
The SMS Group,play,8/21/2024
Grid Subject Matter Experts,play,8/21/2024
Quilvest Capital Partners,play,8/21/2024
RCG,play,8/21/2024
Policy Administration Solutions,play,8/21/2024
Armour Coatings,play,8/21/2024
Dunlop Aircraft Tyres,cloak,8/21/2024
Vibo.dk,cloak,8/21/2024
Hvb-ingenieure.de,cloak,8/21/2024
Westermans.com,cloak,8/21/2024
Jinny Corporation,akira,8/21/2024
Zyxel.eu,helldown,8/21/2024
BARRYAVEPLATING,helldown,8/21/2024
capitalfund1.com,ransomhub,8/21/2024
www.pindrophearing.co.uk,apt73,8/21/2024
www.banhampoultry.co.uk,ransomhub,8/21/2024
HOERBIGER Holding,akira,8/21/2024
Co,bianlian,8/21/2024
kidkraft.com,lynx,8/21/2024
Luigi Convertini,ciphbit,8/21/2024
Findel,cicada3301,8/21/2024
https://www.findel.co.uk,cicada3301,8/21/2024
http://www.luigiconvertini.it,ciphbit,8/21/2024
spvmhc.org,abyss,8/21/2024
Olympus Financial,rhysida,8/21/2024
Burns Industrial Equipment,meow,8/21/2024
globacap.com,apt73,8/21/2024
Codival,spacebears,8/21/2024
jpoint.in,killsec,8/21/2024
blowerdempsay.com,ransomhub,8/20/2024
inlighten.net,ransomhub,8/20/2024
atpsassari.it,helldown,8/20/2024
ATP,helldown,8/20/2024
Rushlift (lks.net),lynxblog,8/20/2024
North Georgia Brick,akira,8/20/2024
Akkanat Holding,hunters,8/20/2024
Percento Technologies Internationa,medusa,8/20/2024
imobesidade.com.br,ransomhub,8/19/2024
OSG.COM,ransomhub,8/19/2024
rationalenterprise.com&lt;disclose&gt;,ransomhub,8/19/2024
Waynesboro Nurseries,rhysida,8/19/2024
The Transit Authority of Northern Kentucky (TANK),akira,8/19/2024
XPERT Business Solutions GmbH,helldown,8/19/2024
MyFreightWorld,helldown,8/19/2024
cbmm.org,helldown,8/19/2024
AZIENDA TRASPORTI PUBBLICI S.P.A.,helldown,8/19/2024
briju.pl,helldown,8/19/2024
vindix.pl,helldown,8/19/2024
Albatros S.r.l.,helldown,8/19/2024
SCHLATTNER.de,helldown,8/19/2024
deganis.fr,helldown,8/19/2024
hugwi.ch,helldown,8/19/2024
True Blue Environmental,lynxblog,8/19/2024
Reef-PCG (pcg.local),lynxblog,8/19/2024
Miller Boskus Lack Architects (ad.mbl-arch.com),lynxblog,8/19/2024
Pyle Group,lynxblog,8/19/2024
Concut (ddm.local),lynxblog,8/19/2024
Cambria Automobiles (summitgroup.local),lynxblog,8/19/2024
Johnson Laschober & Associates ,lynxblog,8/19/2024
Alvan Blanch Development,lynxblog,8/19/2024
Warwick Hotels and Resorts,lynxblog,8/19/2024
Innoquest,lynxblog,8/19/2024
The Transit Authorit y of Northern Kentuc ky (TANK),akira,8/19/2024
Khonaysser,helldown,8/19/2024
Jangho Group,ransomhouse,8/19/2024
Certified Transmission,meow,8/19/2024
http://wearesbi.com,blacksuit,8/19/2024
Bandier,blacksuit,8/19/2024
ccsdschools.com,ransomhub,8/19/2024
The Greenhouse People,lynxblog,8/19/2024
Zionists EPS Tech +150K Emails Leak,handala,8/19/2024
www.jgsummit.com.ph &lt;update&gt;,ransomhub,8/19/2024
Ferraro Group,hunters,8/19/2024
kbo,helldown,8/18/2024
Mohawk Valley Cardiology PC,bianlian,8/18/2024
PBC Companies,bianlian,8/18/2024
Yang Enterprises,dragonforce,8/18/2024
Carver Companies,dragonforce,8/18/2024
J&J Network Engineering,dragonforce,8/18/2024
PER4MANCE,dragonforce,8/18/2024
SMK IngenieurbÃ?ro,dragonforce,8/18/2024
Cosmetic Dental Group,trinity,8/18/2024
www.cosmeticdentalgroup.je,trinity,8/18/2024
peoplewell.com,darkvault,8/17/2024
TELECO,stormous,8/17/2024
aerworldwide.com,lockbit3,8/17/2024
awsag.com,madliberator,8/17/2024
www.albynhousing.org.uk,ransomhub,8/17/2024
www.lennartsfors.com,ransomhub,8/17/2024
www.allanmcneill.co.nz,ransomhub,8/17/2024
www.martinswood.herts.sch.uk,ransomhub,8/17/2024
www.gmchc.org,ransomhub,8/17/2024
www.regentcaravans.com.au,ransomhub,8/17/2024
www.netconfig.co.za,ransomhub,8/17/2024
www.manotherm.ie,ransomhub,8/17/2024
tiendasmacuto.com,BrainCipher,8/17/2024
nrcollecties.nl,ransomhub,8/17/2024
zyxel,helldown,8/17/2024
www.wmwmeyer.com,ransomhub,8/17/2024
www.vinakom.com,ransomhub,8/16/2024
Keios Development Consulting,ciphbit,8/16/2024
http://www.keios.it,ciphbit,8/16/2024
https://tp.kadokawa.co.jp/,blacksuit,8/16/2024
Lennartsfors AB,meow,8/16/2024
www.patelco.org&lt;Auction&gt;,ransomhub,8/16/2024
Rostance Edwards,meow,8/16/2024
SuperDrob S.A.,hunters,8/16/2024
Sterling Rope,rhysida,8/16/2024
www.patelco.org,ransomhub,8/16/2024
Prefeitura do JaboatÃ£o dos Guararapes,qilin,8/16/2024
on365.co.uk,qilin,8/16/2024
Hiesmayr Haustechnik,qilin,8/16/2024
promises2kids.org ,qilin,8/16/2024
Amco Metal Industrial Corporation ,qilin,8/16/2024
ljglaw.com,ransomhub,8/16/2024
www.aaconsultinc.com,ransomhub,8/16/2024
promises2kids.org,qilin,8/16/2024
ccj.edu.lb ,qilin,8/16/2024
[DISCLOSED] Valisana,ransomhouse,8/16/2024
BTS Biogas,hunters,8/16/2024
www.isnart.it,ransomhub,8/15/2024
www.atwoodcherny.com,ransomhub,8/15/2024
Mill Creek Lumber,play,8/15/2024
Patterson Health Center,qilin,8/15/2024
www.prinsotel.com,qilin,8/15/2024
Seaway Manufacturing Corp.,fog,8/15/2024
FD S.R.L,ciphbit,8/15/2024
The Pyle Group,medusa,8/15/2024
Zydus Pharmaceuticals,meow,8/15/2024
Tick Tock,nullbulge,8/15/2024
Zionists EPS Tech Ltd Hacked,handala,8/15/2024
IEMSC.com,qilin,8/15/2024
EPS Tech Ltd,handala,8/15/2024
http://www.fdsrl.it,ciphbit,8/15/2024
[DISCLOSED]Sibanye-Stillwater,ransomhouse,8/15/2024
Liberty Resources,rhysida,8/15/2024
MBS Radio,metaencryptor,8/15/2024
megatravel.com.mx,darkvault,8/15/2024
Y*********I,flocker,8/14/2024
Entr**************.fr,cloak,8/14/2024
Cb**********.com,cloak,8/14/2024
startaxi.com,killsec,8/14/2024
The Washington Times,rhysida,8/14/2024
Boni,akira,8/14/2024
Drug Testing Service,bianlian,8/14/2024
Financial Advisors,bianlian,8/14/2024
Texas Centers for Infectious Disease Associates,bianlian,8/14/2024
Thompson Davis and Co,bianlian,8/14/2024
Benson Kearley IFG - Insurance Brokers & Financial Advisors,bianlian,8/14/2024
Thompson Davis & Co,bianlian,8/14/2024
https://rplfirm.com,cicada3301,8/14/2024
police.praca.gov.pl,ransomhub,8/14/2024
mmtransport.com,dAn0n,8/14/2024
Riley Pope & Laney,cicada3301,8/14/2024
hugwi,helldown,8/14/2024
http://www.forrec.it,blacksuit,8/13/2024
Forrec,blacksuit,8/13/2024
American Contract Systems,meow,8/13/2024
Element Food Solutions,meow,8/13/2024
Aerotech Solutions,meow,8/13/2024
E-Z UP,meow,8/13/2024
Safefood,meow,8/13/2024
Gaston Fence,meow,8/13/2024
Parker Development Company,play,8/13/2024
M??? ????k ??????,play,8/13/2024
Erie Meats,play,8/13/2024
CinemaTech,play,8/13/2024
Air International Thermal Systems,play,8/13/2024
Adina Design,play,8/13/2024
SCHLATTNER,helldown,8/13/2024
deganis,helldown,8/13/2024
The White Center Community Development Association,rhysida,8/13/2024
infotexim.pe&lt;Auction&gt;,ransomhub,8/13/2024
lenmed.co.za,darkvault,8/13/2024
gpf.org.za,darkvault,8/13/2024
Banner and Associates,trinity,8/13/2024
Southwest Family Medicine Associates,bianlian,8/13/2024
https://www.banneracc.com/,trinity,8/13/2024
glazkov.co.il,darkvault,8/13/2024
cbmm,helldown,8/13/2024
briju,helldown,8/13/2024
vindix,helldown,8/13/2024
Albatros,helldown,8/13/2024
https://www.vvs-eksperten.dk,cicada3301,8/13/2024
NetOne,hunters,8/13/2024
fabamaq.com,BrainCipher,8/12/2024
cyceron.fr,BrainCipher,8/12/2024
bedford.k12.oh.us,ransomhub,8/12/2024
https://www.vvs-eksperten.dk/,cicada3301,8/12/2024
nicholsfleet.com,lockbit3,8/12/2024
VVS-Eksperten,cicada3301,8/12/2024
[DISCLOSED] Ronglian Group [Source code of RONGLIAN GROUP company developments],ransomhouse,8/12/2024
Brookshire Dental,qilin,8/12/2024
https://parkerdevco.com,dispossessor,8/11/2024
parkerdevco.com,dispossessor,8/11/2024
naturalcuriosities.com,ransomhub,8/11/2024
TelPro,play,8/11/2024
Jeffersoncountyclerk.org,ransomhub,8/11/2024
Amco Metal Industrial Corporation,qilin,8/11/2024
brockington.leisc.sch.uk,lockbit3,8/11/2024
Moser Wealth Advisors,rhysida,8/11/2024
alliuminteriors.co.nz,ransomhub,8/11/2024
robertshvac.com,abyss,8/11/2024
Hanon Systems,hunters,8/11/2024
dmmerch.com,lockbit3,8/11/2024
luisoliveras.com,lockbit3,8/11/2024
legacycpas.com,lockbit3,8/11/2024
allweatheraa.com,lockbit3,8/11/2024
soprema.com,lockbit3,8/11/2024
exol-lubricants.com,lockbit3,8/11/2024
fremontschools.net,lockbit3,8/11/2024
acdcexpress.com,lockbit3,8/11/2024
clinicatezza.com.pe,lockbit3,8/11/2024
divaris.com,lockbit3,8/11/2024
sullivansteelservice.com,lockbit3,8/11/2024
johnllowery.com,lockbit3,8/11/2024
qespavements.com,lockbit3,8/11/2024
emanic.net,lockbit3,8/11/2024
lmgroup.com,ransomhub,8/10/2024
kronospublic.com,lockbit3,8/10/2024
Brontoo Technology Solutions,ransomexx,8/10/2024
https://www.arkworkplacerisk.co.uk,alphalocker,8/10/2024
Cydcor,dragonforce,8/10/2024
Credible Group,play,8/10/2024
Nilorngruppen AB,play,8/9/2024
www.arkworkplacerisk.co.uk,alphalocker,8/9/2024
"New TSI Holdings, NYSC",qilin,8/9/2024
Anniversary Holding Company,bianlian,8/9/2024
GCA Global Cargo Alliance,bianlian,8/9/2024
Majestic Metals,bianlian,8/9/2024
NIDEC CORPORATION pt.2,everest,8/9/2024
dhcgrp.com,ransomhub,8/9/2024
Boombah Inc.,incransom,8/9/2024
www.dunnsolutions.com,dAn0n,8/9/2024
Sumter County Sheriff,rhysida,8/9/2024
pierrediamonds.com.au,ransomhub,8/9/2024
golfoy.com,ransomhub,8/9/2024
icarasia.com,killsecurity,8/8/2024
inv-dar.com,ransomhub,8/8/2024
modernceramics.com,ransomhub,8/8/2024
rationalenterprise.com,ransomhub,8/8/2024
Innovalve 3TB ( $300M ),handala,8/8/2024
Gramercy Surgery Center Data Leak,everest,8/8/2024
Gramercy Surgery Center  Data  Leak,everest,8/8/2024
https://imagemicro.com/,blacksuit,8/8/2024
goftac.com/ firsttx.com First Texas Alliance Corp (FTAC),alphalocker,8/8/2024
[DISCLOSED] Al-Karam Textile Mills Pvt,ransomhouse,8/8/2024
palig.com,dispossessor,8/8/2024
cognizant.com,dispossessor,8/8/2024
pwc.com,dispossessor,8/8/2024
demos.fr\$37.5M\France\870GB\100% DISCLOSED,cactus,8/8/2024
tibaitservices.com\$124.3M\Mexico\29GB\&lt;1% DISCLOSED,cactus,8/8/2024
mihlfeld.com\$88.2M\USA\316GB\&lt;1% DISCLOSED,cactus,8/8/2024
tibaitservices.com,cactus,8/8/2024
mihlfeld.com,cactus,8/8/2024
Horizon View Medical Center,everest,8/8/2024
comoferta.com,darkvault,8/8/2024
NIDEC CORPORATION,everest,8/8/2024
mercadomineiro.com.br,darkvault,8/8/2024
hudsoncivil.com.au,ransomhub,8/7/2024
www.jgsummit.com.ph,ransomhub,8/7/2024
Bayhealth Hospital,rhysida,8/7/2024
amplicon.com,ransomhub,8/7/2024
A****N,flocker,8/7/2024
infotexim.pe,ransomhub,8/7/2024
kempe.com.au,ransomhub,8/7/2024
suandco.com,madliberator,8/7/2024
Anderson Oil & Gas,hunters,8/7/2024
bonatra.com,killsecurity,8/7/2024
FatBoy Cellular,meow,8/7/2024
KLA,meow,8/7/2024
HUD User,meow,8/7/2024
https://biw-burger.de,alphalocker,8/7/2024
msprocuradores.es,madliberator,8/6/2024
www.carri.com,alphalocker,8/6/2024
www.consorzioinnova.it,alphalocker,8/6/2024
goftac.com/    firsttx.com  First Texas Alliance Corp   (FTAC),alphalocker,8/6/2024
biw-burger.de,alphalocker,8/6/2024
www.sobha.com,ransomhub,8/6/2024
Alternate Energy,play,8/6/2024
Granit Design,play,8/6/2024
KinetX,play,8/6/2024
Omni Family Health,hunters,8/6/2024
Ziba Design,FOG,8/6/2024
IOI Corporation Berhad,fog,8/6/2024
Casco Antiguo,hunters,8/6/2024
Fractalia Group,hunters,8/6/2024
Banx Systems,meow,8/6/2024
leonardssyrups.com\$22M\USA\575GB\100% DISCLOSED,cactus,8/6/2024
westernwyomingbeverages.com\$59.2M\USA\102GB\100% DISCLOSED,cactus,8/6/2024
denkaiamerica.com/\$18.1M\USA\80GB\100% DISCLOSED,cactus,8/6/2024
dahlvalve.com\$23.9M\Canada\80GB\100% DISCLOSED,cactus,8/6/2024
Silipos,cicada3301,8/5/2024
https://silipos.com,cicada3301,8/5/2024
kierlcpa.com,lockbit3,8/5/2024
St**************.org,cloak,8/5/2024
Square One Coating Systems,cicada3301,8/5/2024
Hi-P International,fog,8/5/2024
https://www.squareonecoatingsystems.com,cicada3301,8/5/2024
Zon Beachside https://zonbeachside.com,dispossessor,8/5/2024
Speed Advisory Data Leak,everest,8/5/2024
Zon Beachside zonbeachside.com,dispossessor,8/5/2024
HP Distribution,incransom,8/5/2024
exco-solutions.com\$76.4M\Germany\251GB\&lt;1% DISCLOSED,cactus,8/5/2024
exco-solutions.com,cactus,8/5/2024
Maryville Academy,rhysida,8/5/2024
Ma****ny,raworld,8/4/2024
notariusze.waw.pl,killsec,8/4/2024
Ranney School,rhysida,8/4/2024
hlbpr.com,ransomhub,8/3/2024
nursing.com,ransomexx,8/3/2024
Bettis Asphalt,blacksuit,8/3/2024
fcl.crs,lockbit3,8/3/2024
CPA Tax Solutions,meow,8/3/2024
LRN,hunters,8/3/2024
https://aikenhousing.org/,blacksuit,8/3/2024
aikenhousing.org,blacksuit,8/3/2024
David E Shambach Architect,dragonforce,8/2/2024
Hayes Beer Distributing,dragonforce,8/2/2024
Khandelwal Laboratories Pvt,hunters,8/2/2024
www.normandydiesel.fr,ransomhub,8/2/2024
www.bahia-principe.com,ransomhub,8/2/2024
retaildatallc.com,ransomhub,8/2/2024
Keystone Engineering,spacebears,8/2/2024
Kemlon Products &amp; Development Co Inc,spacebears,8/2/2024
WPG Holdings,meow,8/2/2024
National Beverage,meow,8/2/2024
PeoplesHR,meow,8/2/2024
Dometic Group,meow,8/2/2024
Remitano,meow,8/2/2024
Premier Equities,meow,8/2/2024
Kemlon Products & Development Co Inc,spacebears,8/2/2024
q-cells.de,abyss,8/2/2024
Veren Inc and Crescent Point Energy,ransomhouse,8/2/2024
coinbv.nl,madliberator,8/2/2024
Valley Bulk,cicada3301,8/2/2024
https://www.valleybulkinc.com,cicada3301,8/2/2024
ENEA Italy,hunters,8/2/2024
mcdowallaffleck.com.au,ransomhub,8/1/2024
effinghamschools.com,ransomhub,8/1/2024
warrendale-wagyu.co.uk,darkvault,8/1/2024
text/html; charset=utf-8,ransomhub,8/1/2024
Adorna & Guzman Dentistry,monti,8/1/2024
https://www.acsi.org/,blacksuit,8/1/2024
Camp Susque,medusa,8/1/2024
Ali Gohar,medusa,8/1/2024
acsi.org,blacksuit,8/1/2024
County Linen UK,dispossessor,8/1/2024
TNT Materials https://tnt-materials.com/,dispossessor,8/1/2024
TNT Materials tnt-materials.com,dispossessor,8/1/2024
PeÃ±oles,akira,8/1/2024
dahlvalve.com\$23.9M\Canada\80GB\&lt;1% DISCLOSED,cactus,8/1/2024
dahlvalve.com,cactus,8/1/2024
Dd*******uk,cloak,8/1/2024
www.byzan.com/,ransomhub,7/31/2024
unknown,FOG,7/31/2024
EFRON LAW FIRM,spacebears,7/31/2024
fingersstore.com,killsecurity,7/31/2024
wgma.org,ransomhub,7/31/2024
biggreenegg.com,ransomhub,7/31/2024
nydj.com,ransomhub,7/31/2024
www.pharm-int.com,ransomhub,7/31/2024
"EBL PARTNERS (construction interiors), Florida",spacebears,7/31/2024
Find Great People,akira,7/31/2024
"EBL PARTNERS (construction|interiors), Florida",spacebears,7/31/2024
Kleven Construction,hunters,7/31/2024
Durham Manufacturing,hunters,7/31/2024
https://www.webasto.com,metaencryptor,7/31/2024
BRASPRESS,akira,7/31/2024
Carlex Glass Luxembourg S.A.,metaencryptor,7/31/2024
"Florence Cement Company, Inc.",bianlian,7/31/2024
Sable International.,bianlian,7/31/2024
www.srmedicalcenter.org,qilin,7/31/2024
sandytownshippolice.org,lockbit3,7/31/2024
atcdi.com.cn,lockbit3,7/31/2024
frilot.com,lockbit3,7/31/2024
pbw-india.com,lockbit3,7/31/2024
agapefrance.org,lockbit3,7/31/2024
ciberviaxesespecial.net,lockbit3,7/31/2024
eastern-sales.com,lockbit3,7/31/2024
"City of Columbus, Ohio",rhysida,7/31/2024
St. Thomas Aquinas High School,medusa,7/31/2024
Network Communications Group ,qilin,7/31/2024
Lake Washington Institute of Technology,ransomhouse,7/31/2024
verwarmingheyndrickx.be,ransomhub,7/30/2024
stb.ro,killsec,7/30/2024
chubb-bulleid.co.uk,cactus,7/30/2024
leonardssyrups.com,cactus,7/30/2024
westernwyomingbeverages.com,cactus,7/30/2024
demos.fr,cactus,7/30/2024
denkaiamerica.com,cactus,7/30/2024
www.whittakersystem.com/,ransomhub,7/30/2024
chubb-bulleid.co.uk\$14M\United Kingdom\362GB\&lt;1% DISCLOSED,cactus,7/30/2024
leonardssyrups.com\$22M\USA\575GB\&lt;1% DISCLOSED,cactus,7/30/2024
westernwyomingbeverages.com\$59.2M\USA\102GB\&lt;1% DISCLOSED,cactus,7/30/2024
demos.fr\$37.5M\France\870GB\&lt;1% DISCLOSED,cactus,7/30/2024
denkaiamerica.com/\$18.1M\USA\80GB\&lt;1% DISCLOSED,cactus,7/30/2024
Macadam Europe,akira,7/30/2024
Olschewski Davie,akira,7/30/2024
Gemicar,spacebears,7/30/2024
welevelup.com,ransomhub,7/30/2024
www.chsd117.org,blacksuit,7/30/2024
udch.in.th,ransomhub,7/30/2024
http://www.chsd117.org,blacksuit,7/30/2024
SAGE Publishing,akira,7/30/2024
Al-Karam Textile Mills Pvt,ransomhouse,7/29/2024
labor-koblenz.de,ransomhub,7/29/2024
delhihospital.com,dispossessor,7/29/2024
qatar.vcu.edu,dispossessor,7/29/2024
tursso.com,dispossessor,7/29/2024
airedentalarts.com,dispossessor,7/29/2024
Crownlea Group,hunters,7/29/2024
The Gill Corporation,hunters,7/29/2024
Priefert,hunters,7/29/2024
BASF - Nunhems,fog,7/29/2024
BASF | Nunhems,FOG,7/29/2024
https://tursso.com,dispossessor,7/29/2024
http://airedentalarts.com,dispossessor,7/29/2024
https://qatar.vcu.edu,dispossessor,7/29/2024
www.garudafood.com/,ransomhub,7/29/2024
ita.ach.co.th/,ransomhub,7/29/2024
American Golf,medusa,7/29/2024
Gentlemen Group GmbH,medusa,7/29/2024
Ascent Group,ragroup,7/28/2024
zoppo.com,abyss,7/28/2024
intrama-bg,stormous,7/28/2024
http://hanoverhill.com,blacksuit,7/27/2024
hanoverhill.com,blacksuit,7/27/2024
New Jersey City University,rhysida,7/27/2024
Computer Networking Solutions,rhysida,7/27/2024
ayurcan,qilin,7/27/2024
The Weinstein Firm,qilin,7/27/2024
Kalaswire.com,cloak,7/27/2024
www.neurologicalinstitute.com,ransomhub,7/26/2024
www.whittakersystem.com,ransomhub,7/26/2024
www.castelligroup.com,ransomhub,7/26/2024
Community Care Alliance,rhysida,7/26/2024
pioneerworldwide.com,embargo,7/26/2024
www.mrhme.org/,ransomhub,7/26/2024
City of Cold Lake,fog,7/26/2024
summervillepolice.com,embargo,7/26/2024
blankstyle.com,darkvault,7/26/2024
Augusta Orthopedic,bianlian,7/26/2024
"Karvo Companies, Inc.",bianlian,7/26/2024
Planet Group International,ransomexx,7/26/2024
LITEON,ransomexx,7/26/2024
www.panitchlaw.com/,ransomhub,7/26/2024
www.newcastlewa.gov/,ransomhub,7/26/2024
www.erma-rtmo.it/,ransomhub,7/26/2024
cminsulation.com/,ransomhub,7/26/2024
baytoti.com/,ransomhub,7/26/2024
Lago Group Spa,ransomhouse,7/26/2024
STUDIO NOTARILE BUCCI â€“ OLMI Data Leak,everest,7/26/2024
Texas Tech University,meow,7/26/2024
Global Industry Analysts,meow,7/26/2024
Encore,meow,7/26/2024
Daikin,meow,7/26/2024
Miami Gardens Florida,meow,7/26/2024
Nuclep,meow,7/26/2024
Andersen Tax,meow,7/26/2024
The Physical Medicine Rehabilitation Center,meow,7/26/2024
Villarreal and Begum Law Firm,meow,7/26/2024
ach.co.th,ransomhub,7/26/2024
bpjaguar.com,ransomhub,7/26/2024
oficina.oficinadasfinancas.com.br,ransomhub,7/26/2024
www.riteaid.com/,ransomhub,7/26/2024
www.glowfm.nl/,ransomhub,7/26/2024
Innovalve 3TB Data Leak ( $300M ),handala,7/26/2024
glnf.fr,lockbit3,7/26/2024
Speed Advisory,everest,7/26/2024
Physical & Occupational Therapy Examiners of Texas,hunters,7/25/2024
mrhme.org,ransomhub,7/25/2024
The Computer Merchant,play,7/25/2024
Williams Construction,play,7/25/2024
Gateway Extrusions,play,7/25/2024
OfficeOps,play,7/25/2024
Odyssey Fitness Center,play,7/25/2024
Golden Business Machines,play,7/25/2024
Gendron & Gendron,play,7/25/2024
panitchlaw.com,ransomhub,7/25/2024
