Organization,Threat Actor,Date
www.bms.com,bashe,12/9/2024
mpdory.com,ransomhub,12/9/2024
bankily.mr,bashe,12/9/2024
www.fpj.com.py PART3,bashe,12/9/2024
Hosting.co.uk,lynx,12/9/2024
http://copresi.es,blacksuit,12/9/2024
www.lasalleinc.com,ransomhub,12/9/2024
inia.es,ransomhub,12/9/2024
Thanks For The Help,killsecurity,12/9/2024
gervetusa.com Breach,funksec,12/9/2024
singularanalysts.com Breach,funksec,12/9/2024
precisediagnosticspacs warn,funksec,12/9/2024
melhorcompraclube.com.br,apt73,12/9/2024
sincorpe.org.br,funksec,12/9/2024
pti.agency,funksec,12/9/2024
copresi.es,blacksuit,12/9/2024
www.bms.com,apt73,12/9/2024
bankily.mr,apt73,12/9/2024
Cipla,akira,12/9/2024
Consumers Builders Supply,akira,12/9/2024
ECBM,akira,12/9/2024
Pelstar,akira,12/9/2024
Pb Loader,akira,12/9/2024
Jamaica Bearings Group,akira,12/9/2024
Weinberg & Schwartz LLC,akira,12/9/2024
Milwaukee Cylinder,akira,12/9/2024
Davis Immigration Law Office,akira,12/9/2024
Séguin Haché SENCRL,akira,12/9/2024
Coffee Beanery,akira,12/9/2024
C Pathe,akira,12/9/2024
Boston Chinatown Neighborhood Center,interlock,12/9/2024
Town of Whitestown - NY Highway Department,qilin,12/8/2024
spdyn.de technology,funksec,12/8/2024
ncfe.org.in,funksec,12/8/2024
Gulf Petrochemical Services & Trading,sarcoma,12/8/2024
Matlock Security Services,rhysida,12/7/2024
azpay.me,bashe,12/7/2024
Black Creek Community Health Centre (bcch.local),incransom,12/7/2024
Arc Community Services Inc,incransom,12/7/2024
CO-VER Power Technology SpA,everest,12/7/2024
uniamarmores,funksec,12/7/2024
zero5,funksec,12/7/2024
FunkLocker,funksec,12/7/2024
ayswrewards,funksec,12/7/2024
T & M Equipment,kairos,12/6/2024
"Medical Technology Industries, Inc.",everest,12/6/2024
Blue Yonder,termite,12/6/2024
LTI Trucking Services,bianlian,12/6/2024
pro-mec.com,ransomhub,12/6/2024
pez.com,abyss,12/6/2024
T&M Equipment,kairos,12/6/2024
RJM Marketing,interlock,12/6/2024
"Brodsky Renehan Pearlstein & Bouquet, Chartered",medusa,12/6/2024
Precision Walls,dragonforce,12/6/2024
"Levicoff Law Firm, P.C",medusa,12/6/2024
mtgazeta.uz,funksec,12/6/2024
Port of Rijeka,8base,12/6/2024
Originpath Group,8base,12/6/2024
Pan Gulf Holding,sarcoma,12/6/2024
casaimports.com,safepay,12/6/2024
ktpartners.ca,safepay,12/6/2024
Standard Calibrations,play,12/5/2024
NatAlliance Securities,play,12/5/2024
Max Trans,play,12/5/2024
ITO EN,play,12/5/2024
www.aliorbank.pl,bashe,12/5/2024
SRP Federal Credit Union,nitrogen,12/5/2024
Aptus Value Housing Finance India Ltd,spacebears,12/5/2024
[DISCLOSED]Sabesp,ransomhouse,12/5/2024
[DISCLOSED]GuangDong South Land pharmaceutical,ransomhouse,12/5/2024
[DISCLOSED]Interior Metals,ransomhouse,12/5/2024
Dorner (dorner-gmbh.de),FOG,12/5/2024
Star Shuttle Inc.,bianlian,12/5/2024
www.certifiedinfosec.com,bashe,12/5/2024
USA2ME,killsecurity,12/5/2024
hanwhacimarron.com,ransomhub,12/5/2024
Textiles Coated International,lynx,12/5/2024
frigopesca.com.ec,ransomhub,12/5/2024
ctsjo.com,funksec,12/5/2024
azpay.me,apt73,12/5/2024
Anonymous Victim,sarcoma,12/5/2024
edizionidottrinari,funksec,12/5/2024
altuslab,funksec,12/5/2024
USA2ME,killsec,12/5/2024
www.aliorbank.pl,apt73,12/5/2024
Donnewalddistributing,cloak,12/5/2024
troxlerlabs.com,ransomhub,12/4/2024
islandphoto.com,ransomhub,12/4/2024
Deloitte UK,braincipher,12/4/2024
www.d47.org,ransomhub,12/4/2024
hobokennj.gov,threeam,12/4/2024
NTrust,ragroup,12/4/2024
Co****ns,ragroup,12/4/2024
copral.com.br,lockbit3,12/4/2024
www.siapenet.gov.br,bashe,12/4/2024
www.fpj.com.py  PART2,bashe,12/4/2024
Graham + Sibbald,blackbasta,12/4/2024
Cafe Zupas,blackbasta,12/4/2024
Westbank Corp,blackbasta,12/4/2024
BT Group plc,blackbasta,12/4/2024
BEKO TECHNOLOGIES GMBH,blackbasta,12/4/2024
The Snatt Omlog Companies,blackbasta,12/4/2024
Medica Corporation,blackbasta,12/4/2024
Lorne Stewart Group,blackbasta,12/4/2024
Vossko GmbH &amp; Co. KG,blackbasta,12/4/2024
internetway.com.br,ransomhub,12/4/2024
www.iscinc93.com,ransomhub,12/4/2024
www.fibrogen.com,ransomhub,12/4/2024
www.z2data.com,ransomhub,12/4/2024
www.giorgiovisconti.it,ransomhub,12/4/2024
www.kiswire.com,ransomhub,12/4/2024
www.dalgroup.com,ransomhub,12/4/2024
www.goethe-university-frankfurt.de,ransomhub,12/4/2024
www.wsgcpa.com,ransomhub,12/4/2024
www.sefiso-atlantique.fr,ransomhub,12/4/2024
marietta-city.org,ransomhub,12/4/2024
westbornmarket.com,ransomhub,12/4/2024
www.lasalle.com,ransomhub,12/4/2024
NTrust,raworld,12/4/2024
Co****ns,raworld,12/4/2024
uniaomarmores,funksec,12/4/2024
hamptonsecurities.com,blackbasta,12/4/2024
g-s.co.uk,blackbasta,12/4/2024
cafezupas.com,blackbasta,12/4/2024
westbankcorp.com,blackbasta,12/4/2024
btci.com,blackbasta,12/4/2024
beko-technologies.com,blackbasta,12/4/2024
snatt.it,blackbasta,12/4/2024
medicacorp.com,blackbasta,12/4/2024
lornestewartgroup.com,blackbasta,12/4/2024
vossko.de,blackbasta,12/4/2024
www.certifiedinfosec.com,apt73,12/4/2024
"ISEKI and CO.,LTD",8base,12/4/2024
FF Steel,sarcoma,12/4/2024
kingdom,funksec,12/4/2024
albazaar,funksec,12/4/2024
rscn.org.jo,funksec,12/4/2024
verificativa,funksec,12/4/2024
intbizth,funksec,12/4/2024
xui.one,funksec,12/4/2024
x-cart automotive,funksec,12/4/2024
IFA Paris,funksec,12/4/2024
styched,funksec,12/4/2024
Smart-it-partner,funksec,12/4/2024
USA Network,funksec,12/4/2024
Zero 5,funksec,12/4/2024
Marine Stores Guide,qilin,12/4/2024
Communicare Inc.(US),daixin,12/3/2024
Inland Tarp & Liner,lynx,12/3/2024
SGS Co (US),daixin,12/3/2024
www.fpj.com.py PART1,bashe,12/3/2024
InterCon Construction,hunters,12/3/2024
Conteg,hunters,12/3/2024
Royce Corporation,braincipher,12/3/2024
www.sansirostadium.com,bashe,12/3/2024
Goodwill North Central Texas,rhysida,12/3/2024
Harel Insurance Hacked ( Shirbit Server ),handala,12/3/2024
New Age Micro,lynx,12/3/2024
EuroDruk,8base,12/3/2024
InnoGroup,8base,12/3/2024
TRAFILERIE ALLUMINIO ALEXIA S.P.A.,8base,12/3/2024
internetway.com.br,ransomhub,12/3/2024
www.iscinc93.com,ransomhub,12/3/2024
www.fibrogen.com,ransomhub,12/3/2024
www.z2data.com,ransomhub,12/3/2024
www.giorgiovisconti.it,ransomhub,12/3/2024
www.kiswire.com,ransomhub,12/3/2024
www.dalgroup.com,ransomhub,12/3/2024
www.goethe-university-frankfurt.de,ransomhub,12/3/2024
www.wsgcpa.com,ransomhub,12/3/2024
www.siapenet.gov.br,apt73,12/3/2024
ACM_IT,argonauts,12/3/2024
RDC,argonauts,12/3/2024
IDN,qilin,12/3/2024
Harel Insurance ( Shirbit Server ),handala,12/3/2024
salesgig.com,darkvault,12/2/2024
KHKKLOW.com,ransomhub,12/2/2024
Conlin&#39;s Pharmacy (conlinspharmacy.com),FOG,12/2/2024
Mmaynewagemicro,lynx,12/2/2024
"G-ONE AUTO PARTS DE MÉXICO, S.A. DE C.V.",braincipher,12/2/2024
NT****st,ragroup,12/2/2024
Billaud Segeba,qilin,12/2/2024
Textiles Coated International,lynx,12/2/2024
Browne McGregor Architects,qilin,12/2/2024
EQ Chartered Accountants,qilin,12/2/2024
Conlin's Pharmacy (conlinspharmacy.com),fog,12/2/2024
Avico Spice,medusa,12/2/2024
Down East Granite,medusa,12/2/2024
Wiley Metal Fabricating,medusa,12/2/2024
NT****st,raworld,12/2/2024
shapesmfg.com,ransomhub,12/1/2024
everde.com,ransomhub,12/1/2024
qualitybillingservice.com,ransomhub,12/1/2024
tascosaofficemachines.com,ransomhub,12/1/2024
costelloeye.com,ransomhub,12/1/2024
McKibbin,incransom,12/1/2024
Alpine Ear Nose and Throat,bianlian,12/1/2024
Alpine Ear Nose & Throat,bianlian,12/1/2024
www.agenciatributaria.es,trinity,11/30/2024
Agencia Tributaria AEAT,trinity,11/30/2024
www.fpj.com.py,bashe,11/30/2024
backyarddiscovery.com,embargo,11/30/2024
Mobigator Technology Group,dragonforce,11/30/2024
o******************v,cloak,11/30/2024
Glo**************.com,cloak,11/30/2024
SCAFF'HOLDING,cloak,11/30/2024
Globalresultspr.com,cloak,11/30/2024
don****************.com,cloak,11/30/2024
F************.pe,cloak,11/30/2024
Uk***********.de,cloak,11/30/2024
Or*************.de,cloak,11/30/2024
Ma************.de,cloak,11/30/2024
Bw**********.at,cloak,11/30/2024
EP:Schuller,sarcoma,11/30/2024
www.sansirostadium.com,apt73,11/30/2024
Chema Per,sarcoma,11/30/2024
Trace3,play,11/29/2024
Specialty Bolt And Screw,play,11/29/2024
Bendheim,play,11/29/2024
www.aras-group.ae,ransomhub,11/29/2024
www.polleninformation.at,bashe,11/29/2024
Horsa,hunters,11/29/2024
Weld Racing (weldracing.com),FOG,11/29/2024
ppotts.com,ransomhub,11/29/2024
Namforce Life Insurance,spacebears,11/29/2024
Colwell Colour (colwellcolour.com),akira,11/29/2024
Complete Control (complete-control.com),akira,11/29/2024
Deutsche Industrie VideoSystem,akira,11/29/2024
Dfa Ny,akira,11/29/2024
Cate Equipment,akira,11/29/2024
CAUDURO SPORTS LTDA,akira,11/29/2024
Corman Leigh,akira,11/29/2024
Ilvief,akira,11/29/2024
Zillertal Bier,akira,11/29/2024
Lucid Corp,akira,11/29/2024
Rengo Packaging,akira,11/29/2024
Lotus Concepts Management,akira,11/29/2024
4QuartersIT,akira,11/29/2024
Snelling Paper & Sanitation,akira,11/29/2024
"Magguilli Law Firm,PPLC",akira,11/29/2024
Turf Paradise,akira,11/29/2024
Tillamook Country Smoker (tcsmoker.com),akira,11/29/2024
Pražské služby,akira,11/29/2024
Packard Machinery,akira,11/29/2024
Brookway Landscape &Irrigation,akira,11/29/2024
Aviosupport,akira,11/29/2024
Co-op Agro Centre,akira,11/29/2024
Bennett Porter Wealth Management Insurance,akira,11/29/2024
Wadsworth Solutions,akira,11/29/2024
AMI Consulting Engineers,akira,11/29/2024
HTT Packaging & Design,akira,11/29/2024
Thomas Greg & Sons Ltda,akira,11/29/2024
Sanderson Stewart,akira,11/29/2024
Touchstone Home Products,akira,11/29/2024
Astor Chocolate,akira,11/29/2024
"McFarlane, Inc.",akira,11/29/2024
Summit Hosting,akira,11/29/2024
Kay & Burton,akira,11/29/2024
MSR Group,akira,11/29/2024
Deutsche Industrie Video System,akira,11/29/2024
First Chatham Bank,akira,11/29/2024
Metal Finishing,akira,11/29/2024
Plastic Recycling,akira,11/29/2024
North Shore Systems,akira,11/29/2024
Traffics,akira,11/29/2024
Delmar International,rhysida,11/29/2024
brownpacking.com,kairos,11/29/2024
JTEKT NORTH AMERICA,blacksuit,11/29/2024
Brown Packing,kairos,11/28/2024
Delmar International,rhysida,11/28/2024
https://jtekt-na.com/,blacksuit,11/28/2024
Chanas Assurances S.A. (chanasassurances.com),FOG,11/28/2024
NHS Alder Hey,incransom,11/28/2024
Bedminster School (bedminsterschool.org),FOG,11/28/2024
ALLTUB Group (alltub.com),FOG,11/28/2024
IAС,hunters,11/28/2024
WPM Pathology Laboratory (wpmpath.com),FOG,11/28/2024
briatek.com.ng,killsecurity,11/28/2024
clubfitsoftware.com.au,killsecurity,11/28/2024
visufarma.com,incransom,11/28/2024
cloudofgoods.com,killsecurity,11/28/2024
gehnaindia.com,killsecurity,11/28/2024
gajicermat.com,killsecurity,11/28/2024
senacr,lockbit3,11/28/2024
corenroll.com,ransomhub,11/28/2024
mcleanmortgage.com,blackbasta,11/28/2024
suit-kote.com,blackbasta,11/28/2024
andyfrain.com,blackbasta,11/28/2024
briatek.com.ng,killsec,11/28/2024
clubfitsoftware.com.au,killsec,11/28/2024
elwood.k12.in.us,safepay,11/28/2024
scottelec.com,safepay,11/28/2024
helixbermuda.bm,safepay,11/28/2024
australianhearthealth.org.au,safepay,11/28/2024
midlandtool.com,safepay,11/28/2024
cloudofgoods.com,killsec,11/28/2024
gehnaindia.com,killsec,11/28/2024
gajicermat.com,killsec,11/28/2024
alleghenycontract.com,ransomhub,11/27/2024
tappi.org,ransomhub,11/27/2024
www.sella.eng.br,bashe,11/27/2024
http://www.gsd200.org,blacksuit,11/27/2024
Contrack Facilities Management,ragroup,11/27/2024
Ventana Micro Systems,ragroup,11/27/2024
Lu****ng,ragroup,11/27/2024
Me****or,ragroup,11/27/2024
R Pac Central America S.A. de C.V.,hunters,11/27/2024
habeshacement.com,lockbit3,11/27/2024
ahn.org,lockbit3,11/27/2024
Gruber Tool &amp; Die (grubertool.com),FOG,11/27/2024
wheelerassoc.com,ransomhub,11/27/2024
times-supermarket.com,ransomhub,11/27/2024
gronercrm.com.br,ransomhub,11/27/2024
Signal Health Washington (signalhealthwa.com),FOG,11/27/2024
Interior Metals,ransomhouse,11/27/2024
www.bent-tree.com,ransomhub,11/27/2024
facilcreditos.co,ransomhub,11/27/2024
osmedica.com.ar,ransomhub,11/27/2024
bolognafc.it,ransomhub,11/27/2024
Vermilion Parish School System,rhysida,11/27/2024
formpipe.com,incransom,11/27/2024
Contrack Facilities Management,raworld,11/27/2024
Ventana Micro Systems,raworld,11/27/2024
Lu****ng,raworld,11/27/2024
Me****or,raworld,11/27/2024
Grandview School District,blacksuit,11/27/2024
www.polleninformation.at,apt73,11/27/2024
Gruber Tool & Die (grubertool.com),fog,11/27/2024
ivylifesciences.com,argonauts,11/27/2024
BOCCHI S.r.l.,argonauts,11/27/2024
contactsrl.eu,argonauts,11/27/2024
弘潔科技股份有限公司,argonauts,11/27/2024
avisinterac.it,argonauts,11/27/2024
藤森工業株式会社,argonauts,11/27/2024
AIAD.IT,argonauts,11/27/2024
crollatelecom.it,argonauts,11/27/2024
fitcisl,argonauts,11/27/2024
NUUO,argonauts,11/27/2024
Wisconsin Lifting Specialists,lynx,11/26/2024
SILKNET COMPANY,ransomblog_noname,11/26/2024
www.netromsoftware.ro,bashe,11/26/2024
Pinnacle Plastic Products (pinnacleplasitcporducts.com),FOG,11/26/2024
Complete Recycling Services (completerecyclingservices.com),FOG,11/26/2024
GMG,lynx,11/26/2024
Pioneer Urban Land &amp; Infrastructure (pioneerurban.in),FOG,11/26/2024
Government of the People,killsecurity,11/26/2024
SCM GROUP,lynx,11/26/2024
Metroline (metrolinedirect.com),FOG,11/26/2024
Marketing Incentives (leinsterappointments.ie),FOG,11/26/2024
reliv.la,ransomhub,11/26/2024
walkingtree.org,ransomhub,11/26/2024
"Goodman, P.A.",bianlian,11/26/2024
cal-tool.com,ransomhub,11/26/2024
OfficeZilla.com,ransomhub,11/26/2024
Tacoma Engineers,kairos,11/26/2024
"CNHW Landscape Design, Ltd",spacebears,11/26/2024
waltersgardens.com,killsecurity,11/26/2024
goformz.com,killsecurity,11/26/2024
empowersettlementservices.com,killsecurity,11/26/2024
mydelux.com.my,killsecurity,11/26/2024
Publications postponded,monti,11/26/2024
SILKNET COMPANY,medusalocker,11/26/2024
www.sella.eng.br,apt73,11/26/2024
Pioneer Urban Land & Infrastructure (pioneerurban.in),fog,11/26/2024
TWRU CPAs & Financial Advisors,bianlian,11/26/2024
waltersgardens.com,killsec,11/26/2024
tacomaengineers.com,kairos,11/26/2024
mdmcusa.com,safepay,11/26/2024
goformz.com,killsec,11/26/2024
empowersettlementservices.com,killsec,11/26/2024
mydelux.com.my,killsec,11/26/2024
karberinsulation.com,ransomhub,11/25/2024
glts.net,abyss,11/25/2024
lgpunjab.gov.in,bashe,11/25/2024
coppelltx.gov,ransomhub,11/25/2024
isd109.org,ransomhub,11/25/2024
parkleigh.com,ransomhub,11/25/2024
dienesusa.com,ransomhub,11/25/2024
yunker.com,ransomhub,11/25/2024
minneapolisparks.org,ransomhub,11/25/2024
maynard.k12.ma.us,ransomhub,11/25/2024
Everything Breaks,lynx,11/25/2024
Keable & Brown,lynx,11/25/2024
TOC,lynx,11/25/2024
www.itlindia.com,ransomhub,11/25/2024
INFiLED,ransomhouse,11/25/2024
GuangDong South Land pharmaceutical,ransomhouse,11/25/2024
"Orshan, Spann & Fernandez-Mesa",hunters,11/25/2024
JN attorney,hunters,11/25/2024
Hadwins Volkswagen,incransom,11/25/2024
BeClever,lynx,11/25/2024
Extra,lynx,11/25/2024
Ithbar,killsecurity,11/25/2024
Dardoc,killsecurity,11/25/2024
inv[...]nator,killsecurity,11/25/2024
RiverRestHome,killsecurity,11/25/2024
borohradek,incransom,11/25/2024
atfservices.com.au,incransom,11/25/2024
aclaser.com.au,incransom,11/25/2024
Ace Laboratories Limited,hunters,11/25/2024
Co****nt,ragroup,11/25/2024
Kela Health,medusa,11/25/2024
Fancy Foods,medusa,11/25/2024
www.netromsoftware.ro,apt73,11/25/2024
Perfection Plus Services Inc,medusa,11/25/2024
Nicholsons Solicitors,incransom,11/25/2024
Hypertype,lynx,11/25/2024
Ithbar,killsec,11/25/2024
Dardoc,killsec,11/25/2024
inv[...]nator,killsec,11/25/2024
RiverRestHome,killsec,11/25/2024
Co****nt,raworld,11/25/2024
Hypertype,lynx,11/24/2024
Nicholsons Solicitors,incransom,11/24/2024
STIIIZY,everest,11/24/2024
Concord Orthopaedics,everest,11/24/2024
Pastor Real Estate,incransom,11/24/2024
Silicom Hacked,handala,11/24/2024
Sa.SS Datentechnik,incransom,11/24/2024
Eassy Life,killsecurity,11/24/2024
Nationwide Legal,killsecurity,11/24/2024
Vogue Homes,killsecurity,11/24/2024
Efi Sales,killsecurity,11/24/2024
titlenine.com,safepay,11/24/2024
co.cullman.al.us,blacksuit,11/24/2024
Silicom,handala,11/24/2024
Nationwide Legal,killsec,11/24/2024
Eassy Life,killsec,11/24/2024
Efi Sales,killsec,11/24/2024
Service Avicole JGL,incransom,11/23/2024
Schuck-Gruppe,incransom,11/23/2024
Darlington EMS,incransom,11/23/2024
Jones & Mayer,hunters,11/23/2024
Aeris Energy,hunters,11/23/2024
IPE Engwicht,incransom,11/23/2024
Gulf Energy Maritime,ragroup,11/23/2024
www.sfr.fr,bashe,11/23/2024
gureco.pl,bashe,11/23/2024
Alna-Bioscience,incransom,11/23/2024
https://www.co.cullman.al.us/,blacksuit,11/23/2024
Vogue Homes,killsec,11/23/2024
www.protectasecurity.pe,apt73,11/23/2024
rao.hr,apt73,11/23/2024
sfr.fr,apt73,11/23/2024
gureco.pl,apt73,11/23/2024
lgpunjab.gov.in,apt73,11/23/2024
Gulf Energy Maritime,raworld,11/23/2024
"Trinity Petroleum Management, LLC",bianlian,11/22/2024
blr.com,ransomhub,11/22/2024
madison-home.com,lockbit3,11/22/2024
Suneva Medical,lynx,11/22/2024
ViralPitch,killsecurity,11/22/2024
ABC Group,killsecurity,11/22/2024
sheboyganwi.gov,chort,11/22/2024
LBCO Contracting LTD,qilin,11/22/2024
Calvert Home Mortgage Investment,qilin,11/22/2024
Zimmerman & Frachtman PA Law Firm,qilin,11/22/2024
ABC Group,killsec,11/22/2024
curenta.com,ransomhub,11/21/2024
Goldsmith & Hull,incransom,11/21/2024
Brueck Golosow Kim & Associates,incransom,11/21/2024
LenelS2,play,11/21/2024
Suneva Medical(sunevamedical.com),lynx,11/21/2024
MGEMAL,arcusmedia,11/21/2024
Symantric IT,arcusmedia,11/21/2024
Zimmerei Buder,incransom,11/21/2024
United Bakery Equipment,incransom,11/21/2024
rao.hr,bashe,11/21/2024
www.cobeldarou.com,ransomhub,11/21/2024
www.damcapital.in,ransomhub,11/21/2024
Hogan Mfg (hoganmfg.com),FOG,11/21/2024
Fifteenfortyseven Critical Systems Realty (1547realty.com),FOG,11/21/2024
ottosimon.co.uk\$16.6M\United Kingdom\1.9TB\100% DISCLOSED,cactus,11/21/2024
Kellerhals Ferguson Kroblin PLLC,bianlian,11/21/2024
Silverback Exploration,bianlian,11/21/2024
SSV Blockchain Network Hacked,handala,11/21/2024
PK Mulyo,arcusmedia,11/21/2024
Barneek Safety Consultancies,arcusmedia,11/21/2024
Trust Seeds,arcusmedia,11/21/2024
HM Environmental Services,arcusmedia,11/21/2024
IT Networks,arcusmedia,11/21/2024
Hronopoulos,qilin,11/21/2024
ViralPitch,killsec,11/21/2024
DMF Lighting,qilin,11/21/2024
Stalcop Metal Forming LLC,qilin,11/21/2024
SSV Blockchain Network,handala,11/21/2024
PBS AEROSPACE,incransom,11/20/2024
Bishop Ireton High School,rhysida,11/20/2024
scalar.co.il,ransomhub,11/20/2024
www.protectasecurity.pe,bashe,11/20/2024
CK Power Public Manufacturing,hunters,11/20/2024
Quantum Healthcare,incransom,11/20/2024
inthinking.net,darkvault,11/20/2024
Amherstburg Family Health,bianlian,11/20/2024
polaraire.com,ransomhub,11/20/2024
Département de La Réunion,termite,11/20/2024
Camim,killsecurity,11/20/2024
LiquiTech,killsecurity,11/20/2024
Oxford Auto Insurance,monti,11/20/2024
www.microlise.com,safepay,11/20/2024
Groupe PPA- Mahe,qilin,11/20/2024
Berman Law Group,qilin,11/20/2024
Prime Group US,qilin,11/20/2024
www.ekirkpatrick.com,qilin,11/20/2024
"LaMear & Rapert, LLC - Accounting Firm",qilin,11/20/2024
Alpha Care Medical Group,qilin,11/20/2024
Privat Spitex,qilin,11/20/2024
James H Maloy,akira,11/20/2024
Automation Tool & Die,akira,11/20/2024
Tampa State Bank,akira,11/20/2024
Ship Services,akira,11/20/2024
Volo Internet Tech,akira,11/20/2024
Furniture Mart USA,akira,11/20/2024
RDS Electric,medusa,11/20/2024
Camim,killsec,11/20/2024
LiquiTech,killsec,11/20/2024
arabot.io,darkvault,11/19/2024
Henderson Stamping & Production,play,11/19/2024
Diamond Brand Gear,play,11/19/2024
Dairy Farmers of Canada,play,11/19/2024
Burkburnett Independent School District,FOG,11/19/2024
Valley Planing Mill (valleyplaning.com),FOG,11/19/2024
techguard.in,darkvault,11/19/2024
Performance Health & Fitness,hunters,11/19/2024
Vox Printing,play,11/19/2024
Miller & Smith,play,11/19/2024
IVC Technologies,play,11/19/2024
Hive Power Engineering,play,11/19/2024
CMD,play,11/19/2024
Birdair,play,11/19/2024
Pacific Pulmonary Medical Group Data Leak,everest,11/19/2024
IndicaOnline,everest,11/19/2024
smawins.net,ransomhub,11/19/2024
chsplumbing.com,ransomhub,11/19/2024
tempaircompany.com,ransomhub,11/19/2024
Anderson Miller LTD,monti,11/19/2024
Premier Tax Services,monti,11/19/2024
KVF,monti,11/19/2024
Southern Oregon Veterinary Specialty Center,monti,11/19/2024
wulffco.com,ransomhub,11/19/2024
Wachter,blackbasta,11/19/2024
Jonti-Craft,blackbasta,11/19/2024
ISA,blackbasta,11/19/2024
Rockport Mortgage,blackbasta,11/19/2024
KMC Global,blackbasta,11/19/2024
RAUCH Streuer – Kompetenz in Entwicklung &amp; Herstellung,blackbasta,11/19/2024
REMBE GmbH Safety + Control,blackbasta,11/19/2024
interborosd.org,ransomhub,11/19/2024
Thebike.com,ransomhub,11/19/2024
3ccaresystems.com,ransomhub,11/19/2024
brylesresearch.com,ransomhub,11/19/2024
hartmannbund.de,ransomhub,11/19/2024
citywestcommercials.co.uk,ransomhub,11/19/2024
thinkecs.com,ransomhub,11/19/2024
San Francisco Ballet,meow,11/19/2024
McLean Mortgage Corporation,blackbasta,11/19/2024
Suit-Kote Corporation,blackbasta,11/19/2024
Mithun,blackbasta,11/19/2024
Andy Frain Services,blackbasta,11/19/2024
"Gleason, Flynn, Emig &amp; McAfee",blackbasta,11/19/2024
Instinct Pet Food,blackbasta,11/19/2024
Eaton Metal Products Company,blackbasta,11/19/2024
CULTURE-BUILDING EXPERTS,blackbasta,11/19/2024
Equentis Wealth,killsecurity,11/19/2024
Terra Energy,killsecurity,11/19/2024
snowbrand.com.au,safepay,11/19/2024
piburners.com,safepay,11/19/2024
tritonsourcing.co.nz,safepay,11/19/2024
onnicar.it,safepay,11/19/2024
kingswoodpark.ca,safepay,11/19/2024
incocommercial.com,safepay,11/19/2024
euromedix.com,safepay,11/19/2024
BusinessTraining.be,safepay,11/19/2024
ccseniorservices,safepay,11/19/2024
ib-spieth.de,safepay,11/19/2024
Safex.us,safepay,11/19/2024
millerservicecompany.com,safepay,11/19/2024
mcauslan.com,safepay,11/19/2024
stats.gov.bb,safepay,11/19/2024
smartdimensions,safepay,11/19/2024
westwood,safepay,11/19/2024
threadfxinc/bluedogmerch,safepay,11/19/2024
Pronatec,safepay,11/19/2024
Gilazo,safepay,11/19/2024
OMINT,safepay,11/19/2024
NKCE Japan,safepay,11/19/2024
Richmond Hill Primary Academy,safepay,11/19/2024
Active Cosmetic,safepay,11/19/2024
O'mara,safepay,11/19/2024
"Indesign, LLC",interlock,11/19/2024
rembe.de,blackbasta,11/19/2024
gfemlaw.com,blackbasta,11/19/2024
instinctpetfood.com,blackbasta,11/19/2024
eatonmetal.com,blackbasta,11/19/2024
continentalserves.com,blackbasta,11/19/2024
wachter.com,blackbasta,11/19/2024
jonti-craft.com,blackbasta,11/19/2024
isaitaly.com,blackbasta,11/19/2024
rockportmortgage.com,blackbasta,11/19/2024
kmcglobal.com,blackbasta,11/19/2024
rauch.de,blackbasta,11/19/2024
Equentis Wealth,killsec,11/19/2024
Terra Energy,killsec,11/19/2024
Find Great People1,akira,11/19/2024
www.depewgillen.com,ransomhub,11/18/2024
https://www.eastgateauto.com/,blacksuit,11/18/2024
totaldevelopmentsolutions.com,ransomhub,11/18/2024
jergenspiping.com,ransomhub,11/18/2024
sealevelinc.com,ransomhub,11/18/2024
Jornstax.com,ransomhub,11/18/2024
waive.com.au,ransomhub,11/18/2024
www.trinitesolutions.com,bashe,11/18/2024
www.trifecta.com,bashe,11/18/2024
www.talonsolutions.co.uk,bashe,11/18/2024
www.servicepower.com,bashe,11/18/2024
www.scopeset.de,bashe,11/18/2024
www.pindrophearing.co.uk,bashe,11/18/2024
www.northernsafety.com,bashe,11/18/2024
www.legilog.fr,bashe,11/18/2024
www.lamaisonducitron.com,bashe,11/18/2024
www.gannons.co.uk,bashe,11/18/2024
www.credio.eu,bashe,11/18/2024
www.bigalsfoodservice.co.uk,bashe,11/18/2024
www.baldinger-ag.ch,bashe,11/18/2024
www.assurified.com,bashe,11/18/2024
trans-logik.com,bashe,11/18/2024
thompsoncreek.com,bashe,11/18/2024
thebeautyclick.co.uk,bashe,11/18/2024
sokkakreatif.com,bashe,11/18/2024
rylandpeters.com,bashe,11/18/2024
robinhood.com,bashe,11/18/2024
pkaufmann.com,bashe,11/18/2024
nanolive.ch,bashe,11/18/2024
modplan.co.uk,bashe,11/18/2024
mgfsourcing.com,bashe,11/18/2024
melting-mind.de,bashe,11/18/2024
liftkits4less.com,bashe,11/18/2024
hpecds.com,bashe,11/18/2024
globacap.com,bashe,11/18/2024
fortify.pro,bashe,11/18/2024
filmai.in,bashe,11/18/2024
emefarmario.com.br,bashe,11/18/2024
drizly.com,bashe,11/18/2024
brightwayconsultants.co.uk,bashe,11/18/2024
appen.com,bashe,11/18/2024
apex.uk.net,bashe,11/18/2024
Susan Fischgrund,bashe,11/18/2024
Sandro Forte Financial Support,bashe,11/18/2024
Borrer Executive Search,bashe,11/18/2024
AlphaNovaCapital,bashe,11/18/2024
AMI Global Assistance,bashe,11/18/2024
