Victim,Group,Date
centerracoop.com,akira,1/31/2025
andrewlauren.com,akira,1/31/2025
garcesfruit.com,akira,1/31/2025
ibp.com,akira,1/31/2025
empereon-constar.com,akira,1/31/2025
rightofwayequipment.net,akira,1/31/2025
adhydraclean.com,akira,1/31/2025
Taking stock of 2024,akira,1/31/2025
vanguardpaints.com,akira,1/31/2025
Pembina Trails School Division,rhysida,1/31/2025
inmobiliariamaspormenos.com,funksec,1/31/2025
Land and Lakes,dragonforce,1/31/2025
Angotti & Reilly,dragonforce,1/31/2025
Engineering Design Initiative,dragonforce,1/31/2025
SCP Building Products,dragonforce,1/31/2025
"Kats, Jamison & Associates",dragonforce,1/31/2025
USGlobeCorp,dragonforce,1/31/2025
Farrar Corporation,dragonforce,1/31/2025
Trimaco,medusa,1/31/2025
Beauty Works Spa,medusa,1/31/2025
Dolmor Salon,medusa,1/31/2025
Fayez Spa,medusa,1/31/2025
A**-****o.com,flocker,1/31/2025
T*****p.com,flocker,1/31/2025
W*****e.com,flocker,1/31/2025
Punjab.gov.pk,flocker,1/31/2025
Wireless Solutions (Morris.Domain),lynx,2/1/2025
Technico,arcusmedia,2/1/2025
GATTELLI SpA,arcusmedia,2/1/2025
Utilissimo Transportes,arcusmedia,2/1/2025
Eascon,arcusmedia,2/1/2025
Falcon Gaming,arcusmedia,2/1/2025
CAMRIDGEPORT,spacebears,2/1/2025
High Learn Ltd,8base,2/1/2025
Tan Teck Seng Electric (Co) Pte Ltd,8base,2/1/2025
HÃ©ron,8base,2/1/2025
St. Nicholas School,8base,2/1/2025
Nano Health,killsec,2/1/2025
DATATRAC.COM,clop,2/1/2025
CIERANT.COM,clop,2/1/2025
CHAMPIONHOMES.COM,clop,2/1/2025
DATACONSULTANTS.COM,clop,2/1/2025
Zamzow's,lynx,2/1/2025
myisp.live,funksec,2/1/2025
"Gitlabs: PT. ITPRENEUR INDONESIA TECHNOLOGY, GFZ Helmholtz Centre for Geosciences, LUA Cof",FOG,2/1/2025
tirtaraharja.co.id,funksec,2/1/2025
fiberskynet.net,funksec,2/1/2025
Growth Acceleration Partners,bianlian,2/2/2025
Ayres Law Firm,bianlian,2/2/2025
Civic Committee,bianlian,2/2/2025
Medical Associates of Brevard,bianlian,2/2/2025
Cyrious Software,bianlian,2/2/2025
turbomp,stormous,2/2/2025
Tosaf Hacked,handala,2/2/2025
Tosaf,handala,2/2/2025
hreu.eu,funksec,2/2/2025
jpcgroupinc.com,abyss,2/2/2025
Four Eye Clinics,abyss,2/2/2025
usuhs.edu,lockbit3,2/2/2025
topackt.com,lockbit3,2/2/2025
Evidn Data Leak,everest,2/3/2025
Pineland community service board,spacebears,2/3/2025
ome.tv,bashe,2/3/2025
MPP Group of Companies,qilin,2/3/2025
Pasco Systems,qilin,2/3/2025
Alford Walden Law,qilin,2/3/2025
GOVirtual-it.com ( VIRTUAL IT ),qilin,2/3/2025
The Gatesworth Senior Living St. Louis,qilin,2/3/2025
"Civil Design, Inc",qilin,2/3/2025
Altair Travel,qilin,2/3/2025
DPA Auctions,qilin,2/3/2025
DRI Title & Escrow,qilin,2/3/2025
"Elslaw.com ( EARLY , LUCARELLI , SWEENEY & MEISENKOTHEN LAW )",qilin,2/3/2025
realtaxcanada.com,bashe,2/3/2025
Ponte16 Hotel & Casino,killsec,2/3/2025
fasttrackcargo.com,funksec,2/3/2025
Denton Regional Suicide Prevention Coalition,qilin,2/3/2025
www.origene.com,ransomhub,2/3/2025
smithmidland.com,ransomhub,2/3/2025
www.wongfleming.com,ransomhub,2/3/2025
Ad***********.ca,cloak,2/3/2025
Karadeniz Holding  (karadenizholding.com),FOG,2/3/2025
gruppozaccaria.it,lockbit3,2/3/2025
"Gitlabs: Bolin Centre for Climate Research, X-lab group, Madia",fog,2/3/2025
QGS Development,play,2/3/2025
KWS,play,2/3/2025
Daniel Island Club,play,2/3/2025
Woodway USA,play,2/3/2025
DPC Development,play,2/3/2025
The Hill Brush,play,2/3/2025
Sheridan Nurseries,play,2/3/2025
Dickerson & Nieman Realtors,play,2/3/2025
globexusa.com,safepay,2/3/2025
derrimon.com,safepay,2/3/2025
brewsterfiredepartment.org,safepay,2/3/2025
C2S Technologies Inc.,everest,2/4/2025
ITSS,everest,2/4/2025
Caliente Construction,cicada3301,2/4/2025
Asterra Properties,cicada3301,2/4/2025
Rivers Casino and Rush Street Gaming,cicada3301,2/4/2025
SSMC,cicada3301,2/4/2025
alojaimi.com,ransomhub,2/4/2025
gaheritagefcu.org,ransomhub,2/4/2025
heartlandrvs.com,ransomhub,2/4/2025
www.aswgr.com,ransomhub,2/4/2025
rashtiandrashti.com,cactus,2/4/2025
cornwelltools.com,cactus,2/4/2025
forum-rainbow-rp.forumotion.eu,funksec,2/4/2025
esle.eu,funksec,2/4/2025
brainsystem.eu,funksec,2/4/2025
kksp.com,qilin,2/4/2025
coel.com.mx,bashe,2/4/2025
mistralsolutions.com,apt73,2/4/2025
clarkfreightways.com,ransomhub,2/4/2025
capstoneins.ca,ransomhub,2/4/2025
www.aymcdonald.com,ransomhub,2/4/2025
C & R Molds Inc,bianlian,2/4/2025
Commercial Solutions,bianlian,2/4/2025
intercomp.com.mt,akira,2/4/2025
saludsa.com.ec,akira,2/4/2025
360energy.com.ar,akira,2/4/2025
mbacomputer.com,akira,2/4/2025
armellini.com,akira,2/4/2025
cfctech.com,akira,2/4/2025
elitt-sas.fr,akira,2/4/2025
viscira.com,akira,2/4/2025
westernwoodsinc.com,akira,2/4/2025
alfa.com.co,akira,2/4/2025
easycom.com,akira,2/4/2025
dwgp.com,akira,2/4/2025
summitmovinghouston.com,akira,2/4/2025
jsfrental.com,akira,2/4/2025
milleraa.com,akira,2/4/2025
stewartautosales.com,akira,2/4/2025
feheq.com,akira,2/4/2025
usm-americas.com,akira,2/4/2025
mipa.com.br,akira,2/4/2025
acesaz.com,akira,2/4/2025
premierop.com,akira,2/4/2025
alphascriptrx.com,akira,2/4/2025
emin.cl,akira,2/4/2025
engineeredequip.com,akira,2/4/2025
mielectric.com.br,akira,2/4/2025
sportadmin.se,ransomhub,2/4/2025
escada.com,ransomhub,2/4/2025
"Gitlabs: hemio.de, SOLEIL, Devlion",fog,2/4/2025
Bolin Centre for Climate Research,fog,2/4/2025
X-lab group,fog,2/4/2025
Madia,fog,2/4/2025
hemio.de,fog,2/4/2025
SOLEIL,fog,2/4/2025
Devlion,fog,2/4/2025
PT. ITPRENEUR INDONESIA TECHNOLOGY,fog,2/4/2025
GFZ Helmholtz Centre for Geosciences,fog,2/4/2025
LUA Coffee,fog,2/4/2025
"Professional Computer Co., Ltd.",fog,2/4/2025
X-Pans,fog,2/4/2025
Propulsion Academy AG,fog,2/4/2025
Prasaga,fog,2/4/2025
HE2B,fog,2/4/2025
Kombinat,fog,2/4/2025
medicalreportsltd.com,kairos,2/4/2025
casperstruck.com,kairos,2/4/2025
Medical Reports,kairos,2/4/2025
A2b-cargo.com,flocker,2/5/2025
Toshapp.com,flocker,2/5/2025
Mid-State Machine & Fabricating Corp,play,2/5/2025
cara.com.my,funksec,2/5/2025
rattelacademy.com,funksec,2/5/2025
India car owners,bashe,2/5/2025
rablighting.com,qilin,2/5/2025
Banfi Vintners,lynx,2/5/2025
Shinsung Delta Tech,lynx,2/5/2025
OFW Law,bianlian,2/5/2025
St Clair Orthopaedics and Sports Medicine P.C.,bianlian,2/5/2025
NESCTC Security Services,bianlian,2/5/2025
Hall Chadwick,bianlian,2/5/2025
Dash Business,bianlian,2/5/2025
corehandf.com,threeam,2/5/2025
www.iecsolutions.com,safepay,2/5/2025
McCORMICK TAYLOR,qilin,2/6/2025
eConceptions,fog,2/6/2025
Top Systems,fog,2/6/2025
DIEM,fog,2/6/2025
SmithDunn&Co,spacebears,2/6/2025
SmithDunn&amp;Co,spacebears,2/6/2025
"Gitlabs: eConceptions, Top Systems, DIEM",FOG,2/6/2025
HARADA,qilin,2/6/2025
Lexington Electric ,lynx,2/6/2025
Presence From Innovation (PFI),akira,2/6/2025
Robertshaw,hunters,2/6/2025
NG-BLU Networks,akira,2/6/2025
zsattorneys.com,ransomhub,2/6/2025
savoiesfoods.com,cactus,2/6/2025
northernresponse.com,cactus,2/6/2025
lowernazareth.com,safepay,2/6/2025
harcoboe.net,safepay,2/6/2025
renmarkfinancial.com,qilin,2/7/2025
nldappraisals.com,qilin,2/7/2025
sautech.edu,ransomhub,2/7/2025
Tropical Foods Company Inc,akira,2/7/2025
iaaglobal.org,funksec,2/7/2025
teamues.com,ransomhub,2/7/2025
"Gitlabs: Chalmers tekniska hÃ¶gskola, Fligno, 3SS",fog,2/7/2025
herbalcanadaonline.com,funksec,2/7/2025
Chalmers tekniska hÃ¶gskola,fog,2/7/2025
Fligno,fog,2/7/2025
3SS,fog,2/7/2025
phidac.be,funksec,2/8/2025
cmr24,stormous,2/8/2025
M****s.info,flocker,2/8/2025
G*********7.com,flocker,2/8/2025
SAKAI SOUKEN Co.,hunters,2/8/2025
R******e.tw,flocker,2/8/2025
Substitute Teacher Service,cicada3301,2/9/2025
Israel Police Hacked,handala,2/9/2025
Spectrum Solutions,qilin,2/9/2025
"Gitlabs: Universitatea Politehnica din Bucuresti, Maxvy Technologies Pvt, iRidge Inc.",fog,2/9/2025
Israel Police,handala,2/9/2025
wwcsd.net,ransomhub,2/9/2025
Hpisd.org,ransomhub,2/9/2025
Handala New Telegram Channel,handala,2/9/2025
Universitatea Politehnica din Bucuresti,fog,2/9/2025
Maxvy Technologies Pvt,fog,2/9/2025
iRidge Inc.,fog,2/9/2025
ctntelco.com,kraken,2/9/2025
www.fudpucker.com,kraken,2/9/2025
www.mgl.law,kraken,2/9/2025
www.cdprojekt.com,kraken,2/9/2025
www.cisco.com,kraken,2/9/2025
Kitty cookies,kraken,2/9/2025
Saied Music,sarcoma,2/10/2025
Upstate Glass Tempering,sarcoma,2/10/2025
Albright Institute,killsec,2/10/2025
WhoHire,killsecurity,2/10/2025
Marshall Motor Holdings,lynx,2/10/2025
Old National Events Plaza,akira,2/10/2025
COMPANY's_PART1,clop,2/10/2025
STORKCRAFT.COM,clop,2/10/2025
CXTSOFTWARE.COM,clop,2/10/2025
1888MILLS.COM,clop,2/10/2025
3FINITY.NET,clop,2/10/2025
Glow Medi Spa,medusa,2/10/2025
MEDES College,medusa,2/10/2025
True World Foods,medusa,2/10/2025
Brockway Hair Design,medusa,2/10/2025
3PLSOFTWARE.COM,clop,2/10/2025
ABCOPRODUCTS.COM,clop,2/10/2025
ACCEM.COM,clop,2/10/2025
ACPIDEAS.COM,clop,2/10/2025
ACTIAN.COM,clop,2/10/2025
AFFINITYCANADA.COM,clop,2/10/2025
AGILITYAUTOPARTS.COM,clop,2/10/2025
AIRLIQUIDE.COM,clop,2/10/2025
ALLIANCEMERCANTILE.COM,clop,2/10/2025
ALLTECH.COM,clop,2/10/2025
ALPADVANTAGE.COM,clop,2/10/2025
AMERICANLIGHTING.COM,clop,2/10/2025
AMSINO.COM,clop,2/10/2025
ANDREWSDISTRIBUTING.COM,clop,2/10/2025
ANDROSNA.COM,clop,2/10/2025
ANNABELLECANDY.COM,clop,2/10/2025
AOL.COM AJ MISSERT INC,clop,2/10/2025
APOLLOCORP.COM,clop,2/10/2025
ARKIEJIGS.COM,clop,2/10/2025
ARLAN.NL,clop,2/10/2025
AURORAIMPORTING.COM,clop,2/10/2025
ALEGACY.COM,clop,2/10/2025
BACKYARDDISCOVERY.COM,clop,2/10/2025
BARRETTDISTRIBUTION.COM,clop,2/10/2025
BAYSIDENH.COM,clop,2/10/2025
BENBECKER.EU,clop,2/10/2025
BENSONMILLS.COM,clop,2/10/2025
BERKSHIREINC.COM,clop,2/10/2025
BESTBRANDSINC.COM,clop,2/10/2025
BOSSCHAIR.COM,clop,2/10/2025
BOWANDARROWPET.COM,clop,2/10/2025
BOZICKDIST.COM,clop,2/10/2025
BSIEDI.COM,clop,2/10/2025
BEINOGLOU.GR,clop,2/10/2025
BARCOMADE.COM,clop,2/10/2025
CAINEWAREHOUSING.COM,clop,2/10/2025
CALIFORNIARAINLA.COM,clop,2/10/2025
CAPITALFINEMEATS.COM,clop,2/10/2025
ASRAM Medical College and Hospita,killsec,2/10/2025
Capital Cell Global (CCG),killsec,2/10/2025
Greenwich Medical Spa,medusa,2/10/2025
Michaelâ€™s Hair Body Mind,medusa,2/10/2025
Serenity Salon & Spa,medusa,2/10/2025
PAD Aviation Technics GmbH,medusa,2/10/2025
SimonMed Imaging,medusa,2/10/2025
Adler Shine LLP,medusa,2/10/2025
Rural Health Services,medusa,2/10/2025
Grail Springs Retreat,medusa,2/10/2025
PolstermÃ¶bel Oelsa GmbH,sarcoma,2/10/2025
The Pawn,akira,2/10/2025
Allen & Pinnix,akira,2/10/2025
Atlas Commodities,lynx,2/10/2025
abcapital.com.ph,lockbit3,2/10/2025
Recievership Specialists,bianlian,2/10/2025
D-7 Roofing,bianlian,2/10/2025
Enfin,killsec,2/10/2025
carlsondistributing.com,clop,2/10/2025
castlewoodapparel.com,clop,2/10/2025
catchuplogistics.com,clop,2/10/2025
cathayhome.com,clop,2/10/2025
cedarsfoods.com,clop,2/10/2025
cesarcastillo.com,clop,2/10/2025
challenger.com,clop,2/10/2025
chemstarcorp.com,clop,2/10/2025
cherokeedistributing.com,clop,2/10/2025
cinema1.ca,clop,2/10/2025
classicaccessories.com,clop,2/10/2025
cmcoldstores.com,clop,2/10/2025
codagami.com,clop,2/10/2025
coghlans.com,clop,2/10/2025
collectionxiix.com,clop,2/10/2025
compasshealthbrands.com,clop,2/10/2025
connexion-informatique.fr,clop,2/10/2025
covectra.com,clop,2/10/2025
cranebsu.com,clop,2/10/2025
crestmills.com,clop,2/10/2025
clearon.com,clop,2/10/2025
conbraco.com,clop,2/10/2025
cps.k12.il.us,clop,2/10/2025
cgdc.cottong.local,clop,2/10/2025
claw.local,clop,2/10/2025
cassinfo.com,clop,2/10/2025
cycle.local,clop,2/10/2025
datapakservices.com,clop,2/10/2025
dbetances.com,clop,2/10/2025
decrescente.com,clop,2/10/2025
deltachildren.com,clop,2/10/2025
deltaenterprise.com,clop,2/10/2025
detecno.com,clop,2/10/2025
diazfoods.com,clop,2/10/2025
directex.net,clop,2/10/2025
dlfna.com,clop,2/10/2025
donlen.com,clop,2/10/2025
drexel.ca,clop,2/10/2025
dundasjafine.com,clop,2/10/2025
dxc.com,clop,2/10/2025
dynastyfootwear.com,clop,2/10/2025
d2go.io,clop,2/10/2025
dunnriteproducts.com,clop,2/10/2025
daatagroup.com,clop,2/10/2025
designdesigninc.com,clop,2/10/2025
dana-co.com,clop,2/10/2025
derrytransport.com,clop,2/10/2025
editel.eu,clop,2/10/2025
ekonom.com,clop,2/10/2025
www.jsp.com,ransomhub,2/10/2025
kaplanstahler.com,ransomhub,2/10/2025
sdfab.com,ransomhub,2/10/2025
bazcooil.com,ransomhub,2/10/2025
komline.com,ransomhub,2/10/2025
The Children's Center Of Hamden,incransom,2/11/2025
primesourcestaffing.com,ransomhub,2/11/2025
TMC,killsecurity,2/11/2025
sole technology,monti,2/11/2025
Logix Corporate Solutions,killsec,2/11/2025
Unimicron,sarcoma,2/11/2025
Wisper Reimer Ingenieure GmbH,sarcoma,2/11/2025
ldi-trucking-inc,sarcoma,2/11/2025
I.B.G SPA,sarcoma,2/11/2025
Rogers,hunters,2/11/2025
Prime Trust Financial,akira,2/11/2025
Wakefield & Associates,akira,2/11/2025
The University of Notre Dame Australia (nd.edu.au),fog,2/11/2025
lacold.com,clop,2/11/2025
Braum's,medusa,2/11/2025
SRP Companies,medusa,2/11/2025
Paignton Zoo,medusa,2/11/2025
Natures Organics,medusa,2/11/2025
sehma.com,threeam,2/11/2025
Aurora Public Schools (aurorak12.org),FOG,2/11/2025
Saint George's College (saintgeorge.cl),fog,2/11/2025
Cold Storage Manufacturing,play,2/11/2025
Neaton Auto Products Manufacturing,play,2/11/2025
ROCK SOLID Stabilization & Reclamation,play,2/11/2025
Shinn Fu Company of America,play,2/11/2025
CESI,termite,2/11/2025
Fastighetsservice AB,play,2/11/2025
Mainline Information Systems,play,2/11/2025
Jildor Shoes,play,2/11/2025
Baltimore Country Club,play,2/11/2025
EAC Consulting,play,2/11/2025
Kensington Glass Arts,play,2/11/2025
Monroe Transportation Services Inc,play,2/11/2025
Tie Down Engineering,play,2/11/2025
Societatea Energetica Electrica S.A.,lynx,2/12/2025
MICRO MANUFACTRING,medusalocker,2/12/2025
Town Counsel Law & Litigation,rhysida,2/12/2025
My New Jersey Dentist,rhysida,2/12/2025
"BH Aircraft Company, Inc.",rhysida,2/12/2025
Hammond Trucking & Excavation,rhysida,2/12/2025
Leading Edge Specialized Dentistry,rhysida,2/12/2025
Omni Fiber LLC,monti,2/12/2025
O&S Associates,dragonforce,2/12/2025
Accelerator,dragonforce,2/12/2025
North American Spares,dragonforce,2/12/2025
Heartcentre,dragonforce,2/12/2025
tomsmithindustries.com,qilin,2/12/2025
uniquehd.com,cactus,2/12/2025
britannicahome.com,cactus,2/12/2025
curtisint.com,cactus,2/12/2025
"Erie Management Group, LLC",qilin,2/12/2025
weathersa.co.za,ransomhub,2/12/2025
slchc.edu,ransomhub,2/12/2025
askgs.ma,ransomhub,2/12/2025
The Brown & Hurley Group,lynx,2/12/2025
TJKM,qilin,2/12/2025
Hess (hess-gmbh.de),fog,2/12/2025
Vicky Foods,akira,2/12/2025
E*******s.gov.zm,flocker,2/12/2025
twncomm.com,ransomhub,2/12/2025
thejdkgroup.com,ransomhub,2/12/2025
sundanceliving.com,ransomhub,2/12/2025
rogerspetro.com,ransomhub,2/12/2025
minnesotaexteriors.com,ransomhub,2/12/2025
laderalending.com,ransomhub,2/12/2025
krmcustomhomes.com,ransomhub,2/12/2025
ekvallbyrne.com,ransomhub,2/12/2025
columbiacabinets.com,ransomhub,2/12/2025
burdickpainting.com,ransomhub,2/12/2025
bergconst.com,ransomhub,2/12/2025
steveallcorn.remax.com,ransomhub,2/12/2025
alderconstruction.com,ransomhub,2/12/2025
avtovelomoto.by,funksec,2/12/2025
Quality Home Health Care,qilin,2/12/2025
STIIIZY  Full Data Leak,everest,2/12/2025
"Gitlabs: INGV, Spacemanic, Squeezer-software",fog,2/12/2025
INGV,fog,2/12/2025
Spacemanic,fog,2/12/2025
Squeezer-software,fog,2/12/2025
Therma Seal Insulation Systems,ciphbit,2/12/2025
stjerome.org,safepay,2/12/2025
http://thermaseal.net,ciphbit,2/12/2025
morrisgroup.co,clop,2/12/2025
Central District Health Department,medusa,2/12/2025
JP Express,medusa,2/12/2025
Cache Valley ENT,medusa,2/12/2025
Obex Medical,killsec,2/12/2025
Elite Advanced LaserCorporation,akira,2/13/2025
Dan Eckman CPA,akira,2/13/2025
Layfield & Borel CPA's L.L.C,bianlian,2/13/2025
vadatech.com,qilin,2/13/2025
"Dain, Torpy, Le Ray, Wiest and Garner, P.C.",bianlian,2/13/2025
Borel CPA's L.L.C,bianlian,2/13/2025
"Financial Services of America, Inc.",bianlian,2/13/2025
Nippon Steel USA,bianlian,2/13/2025
Nash Brothers Construction,bianlian,2/13/2025
R Molds Inc,bianlian,2/13/2025
"Ball, LLP",bianlian,2/13/2025
snoqualmietribe.us,ransomhub,2/13/2025
enventuregt.com,ransomhub,2/13/2025
CoMo-Industrial Engineering,akira,2/13/2025
Mozo Grau (mozo-grau.com),fog,2/13/2025
leonardo.com,threeam,2/13/2025
Aspire Rural Health System,bianlian,2/13/2025
"Gitlabs: Omydoo, Ayomi, ADULLACT",fog,2/13/2025
Omydoo,fog,2/13/2025
Ayomi,fog,2/13/2025
ADULLACT,fog,2/13/2025
Shields Facilities Maintenance,play,2/13/2025
The Agency,rhysida,2/14/2025
brockbanks.co.uk,ransomhub,2/14/2025
Regency Media,akira,2/14/2025
Bethany Lutheran Church,qilin,2/14/2025
Go Strictly,akira,2/14/2025
F.TECH R&D NORTH AMERICA INC.,qilin,2/14/2025
Window World of Raleigh,akira,2/14/2025
Genus,akira,2/14/2025
"Nelson & Townsend, CPA's",akira,2/14/2025
Primaveras,akira,2/14/2025
www.calspa.it,ransomhub,2/14/2025
Heritage South Credit Union,embargo,2/14/2025
CST Corp,play,2/14/2025
Ratioparts,play,2/14/2025
Hydronic & Steam Equipment,play,2/14/2025
(M)Empire-home-center,lynx,2/15/2025
halex.com,abyss,2/15/2025
Empire Home Center,lynx,2/15/2025
City of McKinney,incransom,2/15/2025
Northeast Delta Human Services Authority,incransom,2/15/2025
www.colacouronnelocations.com,ransomhub,2/15/2025
www.310tempering.com,ransomhub,2/15/2025
www.solardatasystems.com,ransomhub,2/15/2025
www.imgenterprises.com,ransomhub,2/15/2025
www.cityoftarrant.com,ransomhub,2/15/2025
www.naga.ae,ransomhub,2/15/2025
www.transcend-info.com,ransomhub,2/15/2025
www.rowetactical.com,ransomhub,2/15/2025
saulttribe.com/kewadin.com,ransomhub,2/15/2025
A*u.edu.au,flocker,2/16/2025
Realtime.tw,flocker,2/16/2025
Mervis.info,flocker,2/16/2025
Gpstech2007.com,flocker,2/16/2025
"Gitlabs: Acqua development, QBurst, Pamyra.de",FOG,2/16/2025
Acqua development,fog,2/16/2025
QBurst,fog,2/16/2025
Pamrya.de,fog,2/16/2025
annegrady.org,embargo,2/16/2025
Persante Health Care,incransom,2/17/2025
COSMED,akira,2/17/2025
DA Capital,akira,2/17/2025
Allied Tenesis,lynx,2/17/2025
P.N. Sakkoulas,akira,2/17/2025
Woman's Athletic Club of Chicago,akira,2/17/2025
Greencastle-Antrim Senior High School (gcasd.org),fog,2/17/2025
Cirion Technologies,braincipher,2/17/2025
neatem.fr,braincipher,2/17/2025
Winbas,lynx,2/17/2025
Pedensia Graphics Distribution,lynx,2/17/2025
Autoschade Pippel,lynx,2/17/2025
HRS_IDEA_Expertises,lynx,2/17/2025
LINTEC & LINNHOFF Holdings,lynx,2/17/2025
"Bulverde Glass, Inc.",qilin,2/17/2025
Swissmem,hunters,2/17/2025
Leadership Strategies,lynx,2/17/2025
Hisingstads Bleck,lynx,2/17/2025
hamton,lynx,2/17/2025
Thong Sia,akira,2/17/2025
hiway.com.br,funksec,2/17/2025
ssmcoop.com,cactus,2/17/2025
almostfamousclothing.com,cactus,2/17/2025
steelerubber.com,cactus,2/17/2025
kinseysinc.com,cactus,2/17/2025
https://www.dapope.com/,blacksuit,2/17/2025
bisindustries.com,ransomhub,2/17/2025
lekiaviation.com,ransomhub,2/17/2025
Toi Toi USA,kairos,2/17/2025
Dane Court Grammar School,kairos,2/17/2025
toitoiusa.com,kairos,2/17/2025
Bulldog Oilfield Services,play,2/17/2025
Weed Man Canada,play,2/17/2025
Startek Peglar & Calcagni,play,2/17/2025
Rheinischer Sch,play,2/17/2025
Transkid,play,2/17/2025
Stage 3 Separation,play,2/17/2025
Oxford Companies,play,2/17/2025
Wylie Steel Fabricators,play,2/17/2025
"Inland Empire Distribution Systems, Inc.",play,2/17/2025
Bushmans,play,2/17/2025
The Townsley Law Firm Information,play,2/17/2025
Cuna Supply,play,2/17/2025
www.macter.com,ransomhub,2/17/2025
myhscu.com,embargo,2/17/2025
Buanderie Centrale de Montreal,rhysida,2/18/2025
Afa Systems Ltd.,underground,2/18/2025
lavi.co.il,incransom,2/18/2025
pyasolutions.com,incransom,2/18/2025
ranhillbersekutu.com.my,lynx,2/18/2025
PREMIER HOUSEWARES LIMITED,akira,2/18/2025
Daniels Homes,akira,2/18/2025
Decore-Ative Specialties,akira,2/18/2025
boostheat.com,bashe,2/18/2025
www.macmed.com,ransomhub,2/18/2025
www.copleystoughton.com,ransomhub,2/18/2025
www.ccttechnologies.com,ransomhub,2/18/2025
www.alphamedctr.com,ransomhub,2/18/2025
www.mwmechanicalinc.com,ransomhub,2/18/2025
autogedal.ro,apt73,2/18/2025
bestbrands.com,cactus,2/18/2025
midwayimporting.com,cactus,2/18/2025
uniekinc.com,cactus,2/18/2025
footballticketnet.com,funksec,2/18/2025
NimuSoft,killsec,2/19/2025
Help Me Grow Yolo,killsec,2/19/2025
Revi,killsec,2/19/2025
Brolly,killsec,2/19/2025
BeniPlus,killsec,2/19/2025
h2o.ai,linkc,2/19/2025
"Gitlabs: Next TI, VISEO, Hochschule Trier",fog,2/19/2025
lake-washington-vascular,qilin,2/19/2025
Eservices.gov.zm,flocker,2/19/2025
dr-elizabeth-bjornson,qilin,2/19/2025
traffic-advertising-llc,qilin,2/19/2025
DBK,qilin,2/19/2025
haleycomfort.com,ransomhub,2/19/2025
Haggin Oaks Golf (hagginoaks.com),FOG,2/19/2025
Hall Law Group LLP,akira,2/19/2025
"Vector Engineering, Inc",akira,2/19/2025
EzyLegal,killsec,2/19/2025
DR.Claims FL LLC,killsec,2/19/2025
Ranhill Bersekutu,lynx,2/19/2025
Alabama Ophthalmology Associates,bianlian,2/19/2025
Next TI,fog,2/19/2025
VISEO,fog,2/19/2025
Hochschule,fog,2/19/2025
SÃ¼dkabel GmbH,akira,2/19/2025
fastrans.com,safepay,2/19/2025
foyernotredamedepaix.be,safepay,2/19/2025
rwrhine.com,safepay,2/19/2025
ziese.net,safepay,2/19/2025
Ondunova,akira,2/19/2025
Pulmonary Physicians of South Florida Clinics | Data security breach!,braincipher,2/19/2025
Supreme Administrative Court of Bulgaria,ransomhouse,2/19/2025
rossmanmedia.ae,funksec,2/19/2025
Ligentia,termite,2/20/2025
ehdd.com,incransom,2/20/2025
HCRG Care Group,medusa,2/20/2025
Crager LaBorde,medusa,2/20/2025
Robinson Family Dentistry,medusa,2/20/2025
M-1 TOOLWORKS,apos,2/20/2025
www.riverdale.edu,ransomhub,2/20/2025
www.phdental.com,ransomhub,2/20/2025
www.pransystems.com,ransomhub,2/20/2025
"Berg Engineering Consultants, Ltd.",akira,2/20/2025
Access2Jobs,qilin,2/20/2025
Minaris Medical America,akira,2/20/2025
californiaclingpeaches.com,incransom,2/20/2025
www.selt-sistemi.com,kraken,2/20/2025
Mac Jee,akira,2/20/2025
Nebraska Irrigation,akira,2/20/2025
oa*************.us,cloak,2/20/2025
pen********.de,cloak,2/20/2025
wr********.de,cloak,2/20/2025
op*********.eu,cloak,2/20/2025
Waggonereng.com,cloak,2/20/2025
Andover Family Medicine,qilin,2/20/2025
Fortune Electric Co Ltd,lynx,2/20/2025
newhorizonsbaking.com,cactus,2/20/2025
www.okddsi.net,ransomhub,2/20/2025
gilcar.co,ransomhub,2/20/2025
eaglepost.com,ransomhub,2/20/2025
conduent.com,safepay,2/20/2025
Medical File,killsec,2/20/2025
palauhealth,qilin,2/20/2025
(kc2) geokon.com,lynx,2/21/2025
"Crossroads Trading Company, Inc",qilin,2/21/2025
www.saracenproperties.com,ransomhub,2/21/2025
www.fla-esq.com,ransomhub,2/21/2025
www.elecgalapagos.com.ec,ransomhub,2/21/2025
l.warsemann.fr,qilin,2/21/2025
Barhite & Holzinger Inc.,akira,2/21/2025
Paratus,akira,2/21/2025
statesideseattle.com,incransom,2/21/2025
jindalgroup.com,ransomhub,2/21/2025
headcount.com,ransomhub,2/21/2025
guadeloupeformation.com,ransomhub,2/21/2025
Insyst GmbH,akira,2/21/2025
Siegel Group,interlock,2/21/2025
Luminus Management,akira,2/21/2025
planetone-asia.com,lynx,2/21/2025
www.nola-law.com,ransomhub,2/21/2025
www.witheyaddison.com,ransomhub,2/21/2025
www.midwestvascular.net,ransomhub,2/21/2025
www.electro-fusion.com,ransomhub,2/21/2025
teamsters175.org,incransom,2/22/2025
alleghenybradford.com,ransomhub,2/22/2025
evergreenpnw.com,incransom,2/22/2025
Excel Security,lynx,2/22/2025
Peter Glenn Ski Sport,rhysida,2/22/2025
Tristram European,dragonforce,2/22/2025
Al Bawani,dragonforce,2/22/2025
Benton Police Department,medusa,2/22/2025
G&S Electric LLC,medusa,2/22/2025
