Organization,Threat Actor,Date
Neovia,snatch,5/16/2024
Baeckerei-raddatz.de,cloak,5/16/2024
Colonial Surety Company ,medusa,5/16/2024
kauffmanschool.org,lockbit3,5/16/2024
ema-eda.com,lockbit3,5/16/2024
twpunionschools.org,lockbit3,5/16/2024
"Chuo System Service Co.,Ltd ",ransomhub,5/16/2024
East Shore Sound,ransomhub,5/16/2024
thermalsolutionsllc.com,threeam,5/16/2024
escriba.com.br,threeam,5/16/2024
RIO TECHNOLOGY,arcusmedia,5/16/2024
Egyptian Sudanese,arcusmedia,5/16/2024
Consulting Radiologists,qilin,5/15/2024
FIAB SpA,qilin,5/15/2024
project sold,monti,5/15/2024
Malone,dragonforce,5/15/2024
Hardings Transport,dragonforce,5/15/2024
Connelly Security Systems,dragonforce,5/15/2024
Motor Munich,dragonforce,5/15/2024
epsd.org,lockbit3,5/15/2024
district70.org,lockbit3,5/15/2024
keuka.edu,lockbit3,5/15/2024
allcare-med.com,lockbit3,5/15/2024
Coplosa,8base,5/15/2024
Surrey Place Healthcare & Rehabilitation,rhysida,5/15/2024
daubertchemical.com,lockbit3,5/15/2024
BRAZIL GOV,arcusmedia,5/15/2024
Braz Assessoria Contábil,arcusmedia,5/15/2024
Thibabem Atacadista,arcusmedia,5/15/2024
FILSCAP,arcusmedia,5/15/2024
Cusat,arcusmedia,5/15/2024
Frigrífico Boa Carne,arcusmedia,5/15/2024
GOLD RH S.A.S,arcusmedia,5/15/2024
Grupo SASMET,arcusmedia,5/15/2024
City of Neodesha,ransomhub,5/15/2024
gravetye-manor,incransom,5/15/2024
Wealth Depot LLC,everest,5/15/2024
morrisgroupint.com,lockbit3,5/14/2024
pierfoundry.com,blacksuit,5/14/2024
Fiskars Group,akira,5/14/2024
Bruno generators (Italian manufacturing),akira,5/14/2024
"GMJ & Co, Chartered Accountants",bianlian,5/14/2024
Rocky Mountain Sales ,ransomhub,5/14/2024
Talley Group,incransom,5/14/2024
acla.de,lockbit3,5/14/2024
Watt Carmichael,dragonforce,5/14/2024
500gb/www.confins.com.br/10kk/BR/Come to chat or we will attack you again.,ransomhub,5/14/2024
eucatex.com.br,ransomhub,5/14/2024
LPDB KUMKM LPDB.ID/LPDB.GO.ID,ransomhub,5/14/2024
Accurate Lock and Hardware,dragonforce,5/14/2024
Monocon International Refractory,dragonforce,5/14/2024
Persyn,dragonforce,5/14/2024
Aero Tec Laboratories,hunters,5/13/2024
Altipal,dragonforce,5/13/2024
Municipalité La Guadeloupe,qilin,5/13/2024
Eden Project Ltd,incransom,5/13/2024
Helapet Ltd,incransom,5/13/2024
oseranhahn.com,lockbit3,5/13/2024
jmjcorporation.com,lockbit3,5/13/2024
countyins.com,lockbit3,5/13/2024
utc-silverstone.co.uk,lockbit3,5/13/2024
hesperiausd.org,lockbit3,5/13/2024
Eden Project,incransom,5/13/2024
umbrellaproperties.com,dispossessor,5/13/2024
Treasury of Cote d'Ivoire,hunters,5/13/2024
scanda.com.mx,cactus,5/13/2024
acfin.cl,cactus,5/13/2024
New Boston Dental Care,8base,5/13/2024
Service public de Wallonie,8base,5/13/2024
Cushman Contracting Corporation,8base,5/13/2024
Costa Edutainment SpA,8base,5/13/2024
Sigmund Espeland AS,8base,5/13/2024
Brovedani Group,8base,5/13/2024
Fic Expertise,8base,5/13/2024
W.I.S. Sicherheit,8base,5/13/2024
Brick Court Chambers,medusa,5/13/2024
Seaman's Mechanical,incransom,5/13/2024
Deeside Timberframe,incransom,5/13/2024
McSweeney / Langevin,qilin,5/12/2024
NITEK International LLC,medusa,5/12/2024
"National Metalwares, L.P",medusa,5/12/2024
Romeo Pitaro Injury & Litigation Lawyers,bianlian,5/12/2024
NHS (press update),incransom,5/11/2024
Jackson County,blacksuit,5/11/2024
For sale. Contact through admin.,blacksuit,5/11/2024
21stcenturyvitamins.com,lockbit3,5/10/2024
Montgomery County Board of Developmental Disabilities Services,blacksuit,5/10/2024
LiveHelpNow,play,5/10/2024
NK Parts Industries,play,5/10/2024
Badger Tag & Label,play,5/10/2024
Haumiller Engineering,play,5/10/2024
Crescent Point Energy,ransomhouse,5/10/2024
Barid soft,stormous,5/10/2024
Pella,hunters,5/10/2024
Reading Electric,akira,5/10/2024
Kuhn Rechtsanwlte GmbH,monti,5/10/2024
colonialsd.org,lockbit3,5/10/2024
wisconsinindustrialcoatings.com,lockbit3,5/9/2024
amsoft.cl,lockbit3,5/9/2024
cultivarnet.com.br,lockbit3,5/9/2024
ecotruck.com.br,lockbit3,5/9/2024
iaconnecticut.com,lockbit3,5/9/2024
incegroup.com,lockbit3,5/9/2024
contest.omg,lockbit3,5/9/2024
Banco central argentina,zerotolerance,5/9/2024
Administração do Porto de São Francisco do Sul (APSFS),ransomhub,5/9/2024
lavalpoincon.com,lockbit3,5/9/2024
ccimp.com,lockbit3,5/9/2024
ufresources.com,lockbit3,5/9/2024
cloudminds.com,lockbit3,5/9/2024
calvia.com,lockbit3,5/9/2024
manusa.com,lockbit3,5/9/2024
habeco.com.vn,lockbit3,5/9/2024
rehub.ie,lockbit3,5/9/2024
torrepacheco.es,lockbit3,5/9/2024
ccofva.com,lockbit3,5/9/2024
dagma.com.ar,lockbit3,5/9/2024
Edlong,qilin,5/9/2024
dpkv.cz,lockbit3,5/9/2024
hetero.com,lockbit3,5/9/2024
vikrantsprings.com,lockbit3,5/9/2024
doublehorse.in,lockbit3,5/9/2024
iitm.ac.in,lockbit3,5/9/2024
cttxpress.com,lockbit3,5/9/2024
garage-cretot.fr,lockbit3,5/9/2024
hotel-ostella.com,lockbit3,5/9/2024
vm3fincas.es,lockbit3,5/9/2024
thaiagri.com,lockbit3,5/9/2024
tegaindustries.com,lockbit3,5/9/2024
kioti.com,lockbit3,5/9/2024
taylorcrane.com,lockbit3,5/9/2024
grc-c.co.il,lockbit3,5/9/2024
mogaisrael.com,lockbit3,5/9/2024
ultragasmexico.com,lockbit3,5/9/2024
eif.org.na,lockbit3,5/9/2024
auburnpikapp.org,lockbit3,5/9/2024
acla-werke.com,lockbit3,5/9/2024
college-stemarie-elven.org,lockbit3,5/9/2024
snk.sk,lockbit3,5/9/2024
mutualclubunion.com.ar,lockbit3,5/9/2024
rfca.com,lockbit3,5/9/2024
hpo.pe,lockbit3,5/9/2024
spu.ac.th,lockbit3,5/9/2024
livia.in,lockbit3,5/9/2024
cinealbeniz.com,lockbit3,5/9/2024
truehomesusa.com,lockbit3,5/9/2024
uniter.net,lockbit3,5/9/2024
itss.com.tr,lockbit3,5/9/2024
elements-ing.com,lockbit3,5/9/2024
heartlandhealthcenter.org,lockbit3,5/9/2024
dsglobaltech.com,lockbit3,5/9/2024
alian.mx,lockbit3,5/9/2024
evw.k12.mn.us,lockbit3,5/9/2024
mpeprevencion.com,lockbit3,5/9/2024
binder.de,lockbit3,5/9/2024
interfashion.it,lockbit3,5/9/2024
vstar.in,lockbit3,5/9/2024
brfibra.com,lockbit3,5/9/2024
museu-goeldi.br,lockbit3,5/9/2024
doxim.com,lockbit3,5/9/2024
essinc.com,lockbit3,5/9/2024
sislocar.com,lockbit3,5/9/2024
depenning.com,lockbit3,5/9/2024
asafoot.com,lockbit3,5/9/2024
frankmiller.com,blacksuit,5/9/2024
vitema.vi.gov,lockbit3,5/9/2024
snapethorpeprimary.co.uk,lockbit3,5/9/2024
agencavisystems.com,lockbit3,5/9/2024
salmonesaysen.cl,lockbit3,5/9/2024
kowessex.co.uk,lockbit3,5/9/2024
totto.com,lockbit3,5/9/2024
randi-group.com,lockbit3,5/9/2024
grupopm.com,lockbit3,5/9/2024
ondozabal.com,lockbit3,5/9/2024
orsiniimballaggi.com,lockbit3,5/9/2024
vinatiorganics.com,lockbit3,5/9/2024
peninsulacrane.com,lockbit3,5/9/2024
brockington.leics.sch.uk,lockbit3,5/9/2024
cargotrinidad.com,lockbit3,5/9/2024
Pinnacle Orthopaedics,incransom,5/9/2024
Protected: HIDE NAME,medusalocker,5/9/2024
Softura,incransom,5/9/2024
Zuber Gardner CPAs,everest,5/9/2024
Corr & Corr,everest,5/9/2024
rexmoore.com,embargo,5/8/2024
Northeast Orthopedics and Sports Medicine,dAn0n,5/8/2024
Glenwood Management,dAn0n,5/8/2024
College Park Industries,dAn0n,5/8/2024
Holstein Association USA,qilin,5/8/2024
Unimed Vales do Taquari e Rio Pardo,rhysida,5/8/2024
Electric Mirror Inc,incransom,5/8/2024
Richelieu Foods,hunters,5/8/2024
Trade-Mark Industrial,hunters,5/8/2024
Dragon Tax and Management INC,bianlian,5/8/2024
Mewborn & DeSelms,blacksuit,5/8/2024
"Merritt Properties, LLC",medusa,5/8/2024
"Autobell Car Wash, Inc",medusa,5/8/2024
fortify.pro,apt73,5/8/2024
Fribin,incransom,5/8/2024
consultingradiologists.com,lockbit3,5/8/2024
Electric Mirror,incransom,5/8/2024
Intuitae,qilin,5/7/2024
Tholen Building Technology Group,qilin,5/7/2024
williamsrdm.com,qilin,5/7/2024
inforius,qilin,5/7/2024
Kamo Jou Trading ,ransomhub,5/7/2024
wichita.gov,lockbit3,5/7/2024
City of Buckeye (buckeyeaz.gov),incransom,5/7/2024
Hibser Yamauchi Architects,hunters,5/7/2024
Noritsu America Corp.,hunters,5/7/2024
Autohaus Ebert,metaencryptor,5/7/2024
Elbers GmbH & Co. KG,metaencryptor,5/7/2024
"Jetson Specialty Marketing Services, Inc.",metaencryptor,5/7/2024
Vega Reederei GmbH & Co. KG,metaencryptor,5/7/2024
Max Wild GmbH,metaencryptor,5/7/2024
woldae.com,abyss,5/7/2024
Information Integration Experts,dAn0n,5/7/2024
One Toyota of Oakland ,medusa,5/7/2024
Chemring Group ,medusa,5/7/2024
lalengineering,ransomhub,5/7/2024
skanlog.com,lockbit3,5/7/2024
ctc-corp.net,lockbit3,5/7/2024
uslinen.com,lockbit3,5/7/2024
tu-ilmenau.de,lockbit3,5/7/2024
thede-culpepper.com,lockbit3,5/7/2024
kimmelcleaners.com,lockbit3,5/7/2024
emainc.net,lockbit3,5/7/2024
southernspecialtysupply.com,lockbit3,5/7/2024
lenmed.co.za,lockbit3,5/7/2024
churchill-linen.com,lockbit3,5/7/2024
rollingfields.com,lockbit3,5/7/2024
srg-plc.com,lockbit3,5/7/2024
gorrias-mercedes-benz.fr,lockbit3,5/7/2024
JFK Financial Inc.,incransom,5/7/2024
"SBC Global, Bitfinex, Coinmama, and Rutgers University Part 2 Leak",flocker,5/7/2024
Central Florida Equipment,play,5/7/2024
High Performance Services,play,5/7/2024
Mauritzon,play,5/7/2024
Somerville,play,5/7/2024
Donco Air,play,5/7/2024
Affordable Payroll & Bookkeeping Services,play,5/7/2024
Utica Mack,play,5/7/2024
KC Scout,play,5/7/2024
Sentry Data Management,play,5/7/2024
NELLESFRERES,incransom,5/7/2024
aletech.com.br,darkvault,5/7/2024
Young Consulting,blacksuit,5/7/2024
Thaayakam LTD ,ransomhub,5/6/2024
The Weinstein Firm,qilin,5/6/2024
Nikolaus & Hohenadel,bianlian,5/6/2024
NRS Healthcare ,ransomhub,5/6/2024
gammarenax.ch,lockbit3,5/6/2024
oraclinical.com,lockbit3,5/6/2024
acsistemas.com,lockbit3,5/6/2024
cpashin.com,lockbit3,5/6/2024
epr-groupe.fr,lockbit3,5/6/2024
isee.biz,lockbit3,5/6/2024
cdev.gc.ca,lockbit3,5/6/2024
netspectrum.ca,lockbit3,5/6/2024
qstartlabs.com,lockbit3,5/6/2024
syntax-architektur.at,lockbit3,5/6/2024
carespring.com,lockbit3,5/6/2024
grand-indonesia.com,lockbit3,5/6/2024
remagroup.com,lockbit3,5/6/2024
telekom.com,lockbit3,5/6/2024
aev-iledefrance.fr,lockbit3,5/6/2024
elarabygroup.com,lockbit3,5/6/2024
thebiglifegroup.com,lockbit3,5/6/2024
sonoco.com,lockbit3,5/6/2024
ville-bouchemaine.fr,lockbit3,5/6/2024
eskarabajo.mx,darkvault,5/6/2024
Rafael Viñoly Architects,blacksuit,5/6/2024
TRC Talent Solutions,blacksuit,5/6/2024
M2E Consulting Engineers,akira,5/6/2024
sunray.com,lockbit3,5/6/2024
eviivo.com,lockbit3,5/6/2024
kras.hr,lockbit3,5/6/2024
tdt.aero,lockbit3,5/6/2024
svenskakyrkan.se,lockbit3,5/6/2024
htcinc.com,lockbit3,5/6/2024
irc.be,lockbit3,5/6/2024
geotechenv.com,lockbit3,5/6/2024
ishoppes.com,lockbit3,5/6/2024
parat-techology.com,lockbit3,5/6/2024
getcloudapp.com,lockbit3,5/6/2024
yucatan.gob.mx,lockbit3,5/6/2024
arcus.pl,lockbit3,5/6/2024
Nestoil,blacksuit,5/6/2024
Patterson & Rothwell Ltd,medusa,5/6/2024
Boyden,medusa,5/6/2024
W.F. Whelan,medusa,5/6/2024
Coinmama,flocker,5/6/2024
"SBC Global, Bitfinex, Coinmama, and Rutgers University Part 2",flocker,5/6/2024
Seneca Nation Health System,incransom,5/5/2024
"SBC Global, Bitfinex, Coinmom, and Rutgers University Part 2",flocker,5/5/2024
COMPEXLEGAL.COM,clop,5/4/2024
ikfhomefinance.com,darkvault,5/4/2024
The Islamic Emirat of Afghanistan National Environmental Protection Agency ,ransomhub,5/4/2024
"Accounting Professionals LLC. Price, Breazeale & Chastang",everest,5/4/2024
cmactrans.com,blackbasta,5/4/2024
ids-michigan.com,blackbasta,5/4/2024
provencherroy.ca,blackbasta,5/4/2024
swisspro.ch,blackbasta,5/4/2024
olsonsteel.com,blackbasta,5/4/2024
teaspa.it,blackbasta,5/4/2024
ayesa.com,blackbasta,5/4/2024
synlab.com,blackbasta,5/4/2024
active-pcb.com,blackbasta,5/4/2024
gai-it.com,blackbasta,5/4/2024
Macildowie Associates,medusa,5/4/2024
cli*********.com,cloak,5/4/2024
bae************.de,cloak,5/4/2024
Mainline Health Systems (MHS.local),incransom,5/4/2024
Dr Charles A Evans,qilin,5/3/2024
Universidad Nacional Autónoma de México  ,ransomhub,5/3/2024
thelawrencegroup.com,blackbasta,5/3/2024
Bitfinex,flocker,5/3/2024
SBC Global,flocker,5/3/2024
Rutgers University,flocker,5/3/2024
Coinmoma,flocker,5/3/2024
kc.co.kr,underground,5/3/2024
sharik,stormous,5/3/2024
tdra,stormous,5/3/2024
fanr.gov.ae,stormous,5/3/2024
Bayanat,stormous,5/3/2024
kidx,stormous,5/3/2024
MCS,qilin,5/3/2024
Tohlen Building Technology Group,qilin,5/3/2024
Stainless Foundry & Engineering,play,5/3/2024
US-Saudi Arabian Business Council,incransom,5/3/2024
Ayoub & associates CPA Firm,everest,5/2/2024
www.servicepower.com,apt73,5/2/2024
www.credio.eu,apt73,5/2/2024
Lopez Hnos,rhysida,5/2/2024
GWF Frankenwein,raworld,5/2/2024
Reederei Jüngerhans,raworld,5/2/2024
Gr****en,raworld,5/2/2024
Me****ng,raworld,5/2/2024
Po****,raworld,5/2/2024
extraco.ae,ransomhub,5/2/2024
watergate,qilin,5/2/2024
Canatal Industries,play,5/2/2024
SHAMASS.ORG,medusalocker,5/2/2024
Lewis Brothers Bakeries,medusa,5/2/2024
S.A. Piazza & Associates,medusa,5/2/2024
MyoVision,medusa,5/2/2024
Woodfords Family Services,medusa,5/2/2024
Imedi L,akira,5/2/2024
"Calumet Civil Contractors, Inc.",8base,5/2/2024
It4 Solutions Robras Corp,incransom,5/1/2024
Trylon Srl,incransom,5/1/2024
Sobieski Services Inc,incransom,5/1/2024
Azteca Tax Systems,bianlian,5/1/2024
Clinica de Salud del Valle de Salinas,bianlian,5/1/2024
bulldogbag.com,underground,5/1/2024
frenckengroup.com,underground,5/1/2024
synology.com,underground,5/1/2024
tpa-group.sk,underground,5/1/2024
Triathlon.group,underground,5/1/2024
awwg.com,underground,5/1/2024
KyungChang,underground,5/1/2024
"Y. Hata & Co., Ltd.",underground,5/1/2024
Skender Construction,underground,5/1/2024
Creative Business Interiors,underground,5/1/2024
cochraneglobal.com,underground,5/1/2024
Studio Libeskind,akira,5/1/2024
UK government,snatch,5/1/2024
hookerfurniture.com,lockbit3,5/1/2024
alimmigration.com,lockbit3,5/1/2024
anatomage.com,lockbit3,5/1/2024
bluegrasstechnologies.net,lockbit3,5/1/2024
PINNACLEENGR.COM,clop,5/1/2024
MCKINLEYPACKAGING.COM,clop,5/1/2024
PILOTPEN.COM,clop,5/1/2024
colonial.edu,lockbit3,5/1/2024
cordish.com,lockbit3,5/1/2024
concorr.com,lockbit3,5/1/2024
yupousa.com,lockbit3,5/1/2024
peaseinc.com,lockbit3,5/1/2024
bdcm.com,blackbasta,5/1/2024
MORTON WILLIAMS,everest,5/1/2024
Advanced Business Networks,play,4/30/2024
Profile Products,play,4/30/2024
firstmac.com.au,embargo,4/30/2024
GCH Hotel Group,akira,4/30/2024
tudio Libeskind,akira,4/30/2024
C?????l I????????s,play,4/30/2024
sbsofbak.com,lockbit3,4/30/2024
ottlite.com,lockbit3,4/30/2024
ch-cannes.fr,lockbit3,4/29/2024
"Mellitah Oil & Gas / Enigas Ly (Eni Electricity, Oil & Gas)",ransomhub,4/29/2024
Drogaria Preco Bom,apos,4/29/2024
Sunlux Group,apos,4/29/2024
Algen Healthcare,apos,4/29/2024
Bitz Softwares,apos,4/29/2024
Lumina Americas,8base,4/29/2024
"The Line Up, Inc",8base,4/29/2024
Medizinische Grosshandlung GmbH,8base,4/29/2024
Thinkadam,spacebears,4/29/2024
B*****.hu,cloak,4/29/2024
CORTEX Chiropractic & Clinical Neuroscience,spacebears,4/29/2024
todoagro,spacebears,4/29/2024
Mr Bean,spacebears,4/29/2024
SM EMBALLAGE,spacebears,4/29/2024
Surewerx USA,spacebears,4/29/2024
Fifisystems,spacebears,4/29/2024
Fliesenstudio am Rhein,spacebears,4/29/2024
melting-mind.de,apt73,4/29/2024
hospitalescultural.com.br,qiulong,4/29/2024
Magicolor,hunters,4/28/2024
Herron Todd White,blacksuit,4/27/2024
Human Technology Inc.,incransom,4/27/2024
Anders Group,medusa,4/27/2024
Ce***.com,cloak,4/27/2024
polaris-SOLUCIONES TECNOLÓGICAS PARA EMPRESAS   -- polaris.es,ransomhub,4/27/2024
iddink.nl,cactus,4/27/2024
thelawrencegroup.com_privat,blackbasta,4/27/2024
Axip Energy Services,play,4/26/2024
sesenergy.org,lockbit3,4/26/2024
Original Herkimer Cheese,play,4/26/2024
Precision Fluid Controls,play,4/26/2024
Yale Mortgage,play,4/26/2024
Madata,play,4/26/2024
Legislative Bill Drafting Commission,play,4/26/2024
Toolmarts,play,4/26/2024
New Hudson Facades,play,4/26/2024
sandipuniversity.edu.in,darkvault,4/26/2024
SSS Australia,hunters,4/26/2024
Rocky Mountain Sales,hunters,4/26/2024
Erler & Kalinowski,dAn0n,4/26/2024
Hong Kong College of Technology,ransomhouse,4/26/2024
CDSHotels,rhysida,4/26/2024
Precision Time Systems ,ransomhub,4/26/2024
Jutebag ,ransomhub,4/26/2024
Protected: HIDE NAME SELL DATA SOON,medusalocker,4/26/2024
atriline.by,darkvault,4/25/2024
Pedsurology,dAn0n,4/25/2024
The Blake Law Firm,dAn0n,4/25/2024
United Equitable Group,dAn0n,4/25/2024
Allen Blasting and Coating,dAn0n,4/25/2024
Semilab,dAn0n,4/25/2024
O'Connell Mahon Architects,dAn0n,4/25/2024
RSH legal,dAn0n,4/25/2024
Les Miroirs St-Antoine Inc,everest,4/25/2024
Design Intoto ,ransomhub,4/25/2024
Beloinlaw,qilin,4/25/2024
bzrastreador.com.br,darkvault,4/25/2024
Peter Condakes,blacksuit,4/25/2024
hominemclinic.com.br,qiulong,4/25/2024
Central Power Systems and Services,hunters,4/24/2024
Mainwein,raworld,4/24/2024
STERCH - INTERNATIONAL s.r.o.,ransomhouse,4/24/2024
Army Welfare Trust,ransomhouse,4/24/2024
The Council of Fashion Designers of America,medusa,4/24/2024
Principle Cleaning Services,medusa,4/24/2024
EUROPEANPROF - Expertos en Seguridad y Altura - ,ransomhub,4/24/2024
true.co.uk,blackbasta,4/24/2024
CORIENT ,ransomhub,4/24/2024
[Published]Constelacion Savings and Credit Society,ransomhub,4/24/2024
https://goftac.com/    firsttx.com  First Texas Alliance Corp   (FTAC),alphalocker,4/24/2024
Hirsh Industries,ransomhouse,4/24/2024
www.drwilliansegalin.com.br,qiulong,4/24/2024
Octapharma Plasma,blacksuit,4/23/2024
Ministerio de Desarrollo Local,rhysida,4/23/2024
rangam.com,abyss,4/23/2024
defi SOLUTIONS.,bianlian,4/23/2024
ghimli.com,cactus,4/23/2024
Bank Pembangunan Daerah Banten Tbk PT,ransomhouse,4/23/2024
draandrearechia.com.br,qiulong,4/23/2024
www.trifecta.com,apt73,4/22/2024
jean-nouvel,qilin,4/22/2024
HARMAN - CYNC SOLUTIONS client,ransomhub,4/22/2024
saglobal.com,cactus,4/22/2024
concordegroup.ca,cactus,4/22/2024
ebir.com,cactus,4/22/2024
coastalcargogroup.com,cactus,4/22/2024
Texas Retina Associates,bianlian,4/22/2024
Wasserkraft Volk AG,8base,4/22/2024
Speedy France,8base,4/22/2024
The Tech Interactive,8base,4/22/2024
Bieler + Lang GmbH,8base,4/22/2024
FEB31st,8base,4/22/2024
United Carton Industries Company,ransomexx,4/22/2024
Ruwac Industrial Vacuums,ransomexx,4/22/2024
Diagnostica Stago,ransomexx,4/22/2024
Bombardier Recreational Products,ransomexx,4/22/2024
Consorci Sanitari Integral,ransomexx,4/22/2024
Badan Urusan Logistik,ransomexx,4/22/2024
Jacobs Farm / Del Cabo,ransomexx,4/22/2024
DVision Architecture,ransomexx,4/22/2024
Telecommunications Services of Trinidad and Tobago,ransomexx,4/22/2024
Ministry of Defense of Peru,ransomexx,4/22/2024
Asteco,ransomexx,4/22/2024
"D'amico & Pettinicchi, LLC",bianlian,4/22/2024
Optometric Physicians of Middle Tennessee,bianlian,4/22/2024
www.rosalvoautomoveis.com.br,qiulong,4/22/2024
www.drlincoln.com.br,qiulong,4/22/2024
charlesparsons (Attack again),raworld,4/22/2024
Ma****in,raworld,4/22/2024
La****up,raworld,4/22/2024
Ted Brown Music,medusa,4/21/2024
mulfordconstruction.com,embargo,4/21/2024
taylorlaw.net,lockbit3,4/21/2024
NORTHEAST OHIO NEIGHBORHOOD HEALTH SERVICES (NEON) ,medusa,4/20/2024
Continuing Healthcare Solutions,incransom,4/20/2024
Lutheran Social Services of Indiana,incransom,4/20/2024
kjf-augsburg.de,lockbit3,4/19/2024
eurosko.com,lockbit3,4/19/2024
CYNC SOLUTIONS - The unexpected target.,ransomhub,4/19/2024
Targus.com,redransomware,4/19/2024
The law firm Dr. Fingerle Rechtsanwälte,qilin,4/19/2024
call4health.com,lockbit3,4/19/2024
tascoplumbing.com,lockbit3,4/19/2024
fluenthome.com,blackbasta,4/19/2024
macphie.com,blackbasta,4/19/2024
cavotec.com,blackbasta,4/19/2024
hymer-alu.de,blackbasta,4/19/2024
azdel.com,blackbasta,4/19/2024
www.lawdcm.com,dispossessor,4/19/2024
www.horizonparts.com,dispossessor,4/19/2024
insidesource.com,dispossessor,4/19/2024
leezeragency.com,dispossessor,4/19/2024
welbro.com,dispossessor,4/19/2024
yaleappliance.com,dispossessor,4/19/2024
armstrongconsultants.com,dispossessor,4/19/2024
ibacos.com,dispossessor,4/19/2024
petersenjohnson.com,dispossessor,4/19/2024
www.c-v-e.com,dispossessor,4/19/2024
www.buymesco.com,dispossessor,4/19/2024
www.webberrestaurantgroup.com,dispossessor,4/19/2024
universalproperties.ca,dispossessor,4/19/2024
cftvyv.com,dispossessor,4/19/2024
www.fennpest.com,dispossessor,4/19/2024
arietishealth.com,dispossessor,4/19/2024
tjx.com,dispossessor,4/19/2024
pbinfo.com,dispossessor,4/19/2024
mesvision.com,dispossessor,4/19/2024
goalsolutions.com,dispossessor,4/19/2024
gnc.com,dispossessor,4/19/2024
gensler.com,dispossessor,4/19/2024
genesisenergy.com,dispossessor,4/19/2024
garrettmotion.com,dispossessor,4/19/2024
fanucamerica.com,dispossessor,4/19/2024
darlingconsulting.com,dispossessor,4/19/2024
chevronfcu.org,dispossessor,4/19/2024
cap.org,dispossessor,4/19/2024
joneslanglasalle.com,dispossessor,4/19/2024
tricoproducts.com,dispossessor,4/19/2024
enterprisebanking.com,dispossessor,4/19/2024
deltadental.com,dispossessor,4/19/2024
salelytics.com,dispossessor,4/19/2024
adaresec.com,dispossessor,4/19/2024
chuckecheese.com,dispossessor,4/19/2024
deloitte.com,dispossessor,4/19/2024
wsp.com,dispossessor,4/19/2024
planethomelending.com,dispossessor,4/19/2024
virginpulse.com,dispossessor,4/19/2024
vitalitygroup.com,dispossessor,4/19/2024
hallmarkchannel.com,dispossessor,4/19/2024
hillrom.com,dispossessor,4/19/2024
pro2col.com,dispossessor,4/19/2024
orau.org,dispossessor,4/19/2024
aclara.com,dispossessor,4/19/2024
quark.com,dispossessor,4/19/2024
convergeone.com,dispossessor,4/19/2024
amerisave.com,dispossessor,4/19/2024
kellyservices.com,dispossessor,4/19/2024
hubbell.com,dispossessor,4/19/2024
dma.us,dispossessor,4/19/2024
ventivtech.com,dispossessor,4/19/2024
bluefin.com,dispossessor,4/19/2024
esteelauder.com,dispossessor,4/19/2024
itt.com,dispossessor,4/19/2024
aa.com,dispossessor,4/19/2024
rci.com,dispossessor,4/19/2024
notablefrontier.com,dispossessor,4/19/2024
grace.com,dispossessor,4/19/2024
hess.com,dispossessor,4/19/2024
pinnacletpa.com,dispossessor,4/19/2024
gripa.org,dispossessor,4/19/2024
ufcu.org,dispossessor,4/19/2024
discovery.com,dispossessor,4/19/2024
motherson.com,dispossessor,4/19/2024
amctheatres.com,dispossessor,4/19/2024
marykay.com,dispossessor,4/19/2024
cytomx.com,dispossessor,4/19/2024
americannational.com,dispossessor,4/19/2024
bcdtravel.com,dispossessor,4/19/2024
jprmp.com,dispossessor,4/19/2024
fmfcu.org,dispossessor,4/19/2024
jackentertainment.com,dispossessor,4/19/2024
nasco.com,dispossessor,4/19/2024
radiusgs.com,dispossessor,4/19/2024
consolenergy.com,dispossessor,4/19/2024
sccu.com,dispossessor,4/19/2024
riteaid.com,dispossessor,4/19/2024
pioneerelectronics.com,dispossessor,4/19/2024
fiscdp.com,dispossessor,4/19/2024
kernagency.com,dispossessor,4/19/2024
uoflhealth.org,dispossessor,4/19/2024
wolterskluwer.com,dispossessor,4/19/2024
bankwithunited.com,dispossessor,4/19/2024
quorumfcu.org,dispossessor,4/19/2024
enstargroup.com,dispossessor,4/19/2024
cpiai.com,dispossessor,4/19/2024
fisglobal.com,dispossessor,4/19/2024
hornbeckoffshore.com,dispossessor,4/19/2024
unitedregional.org,dispossessor,4/19/2024
tdecu.org,dispossessor,4/19/2024
jackson.com,dispossessor,4/19/2024
starmountlife.com,dispossessor,4/19/2024
proskauer.com,dispossessor,4/19/2024
abbvie.com,dispossessor,4/19/2024
se.com,dispossessor,4/19/2024
emsshi.com,dispossessor,4/19/2024
datasite.com,dispossessor,4/19/2024
leggett.com,dispossessor,4/19/2024
careservicesllc.com,dispossessor,4/19/2024
gesa.com,dispossessor,4/19/2024
nuance.com,dispossessor,4/19/2024
bostonglobe.com,dispossessor,4/19/2024
icsystem.com,dispossessor,4/19/2024
aplusfcu.org,dispossessor,4/19/2024
eastwestbank.com,dispossessor,4/19/2024
powerfi.org,dispossessor,4/19/2024
brault.us,dispossessor,4/19/2024
cuanswers.com,dispossessor,4/19/2024
bankers-bank.com,dispossessor,4/19/2024
schnabel-eng.com,dispossessor,4/19/2024
shutterfly.com,dispossessor,4/19/2024
tgidirect.com,dispossessor,4/19/2024
honeywell.com,dispossessor,4/19/2024
agilysys.com,dispossessor,4/19/2024
ricohacumen.com,dispossessor,4/19/2024
emerson.com,dispossessor,4/19/2024
radissonhotelsamericas.com,dispossessor,4/19/2024
westat.com,dispossessor,4/19/2024
crowe.com,dispossessor,4/19/2024
